ser	ser/organismo
amadurecer	desenvolver/progredir
acordar	virar/mudar/tornar
verificação	prova/confirmação
rosto	aspecto/aparência/semblante
revoluções	ação_em_grupo
recordar	lembrar/relembrar/recordar
plantar	colocar/carregar/botar/pôr/colocar/carregar/botar/pôr
moço	macho/varão/homem/menor/juvenil/jovem
metal	elemento_químico/elemento_químico
locação	gleba/terreno/região/objeto/objeto_físico
lar	alojamento/abrigo/casa
grandeza	propriedade/atributo
extrair	tirar/remover/retirar
entretenimento	recreaçao/diversão
documentar	registar/registrar
céu	região
chapéu	chapéu
castigo	controle_social
calabouço	quarto/aposento/sala
arrendar	dar/entregar
afinar	acertar/ajustar/corrigir
reinado	duração/continuidade
ramal	telefone
racha	fenda/vão/abertura
pretendente	indivíduo/pessoa/alguém/ser_humano/alma
precipitação	traslado/movimento/deslocamento
planta	ilustração/figura/desenho/imagem/ser/organismo
pista	evidência/indicação
ofender	encolerizar/enraivecer/irar/zangar
irritar	desgostar/desagradar/encolerizar/enraivecer/irar/zangar
furna	formação/formação_geológica
fraqueza	propriedade/atributo
formiga	himenópteros
foguete	veículo/viatura
festival	festa/festividade/celebração
feriado	dia
falsificar	recriar
drama	episódio
cela	quarto/aposento/sala/quarto/aposento/sala
assustar	estimular/excitar/emocionar/comover
anatomia	estrutura_organica/corpo/corpo_humano
van	camiões/caminhão/camião/camiões
supremacia	ascendencia/controle/dominancia/superioridade/domínio
secundar	suportar/ajudar/apoiar
relembrar	lembrar/relembrar/recordar
realismo	realidade
postar	mostrar/anunciar
perícia	habilidade
motores	motor/motores
intermediária	representante
interação	acção/ação/atividade/ato
humor	emoção/comoção/abalo/sentimento
fibra	materiais
enunciar	falar/contar/dizer
diversão	recreaçao/diversão
criado	trabalhador
comboio	transporte_público/transportes_públicos/transportes_públicos/transporte_publico
agradecimento	reconhecimento
adicionar	enumerar/contar
tronco	madeira/órgão_vegetal/órgão/anatomia/parte_do_corpo/anatomia/parte_do_corpo
tolerar	deixar/permitir/consentir
superfície	limite/fronteira/fronteiras
ruína	desastre/edifício/prédio
pegar	receber/obter/comprar/adquirir/agarrar/pegar/tomar
narrativa	mensagem/assunto/tópico/conteúdo
interceptar	ouvir/dar_atenção_a/escutar
granja	oficina/laboratório/emprego/locais_de_trabalho/trabalho/chácara/granja/quinta/sítio/fazenda
franquia	empresa/organização_empresarial
folhas	papel
estrangeira	turista/viajante
escopo	extensão/alcance
decrescer	mudar_a_dimensão
certificar	autorizar/permitir
banir	expulsar/expulsar
aludir	referir/mencionar
tumor	tumores
sublinhar	marcar
selo	aceno/emblema/símbolos/símbolo/sinal/simbolo/selo/símbolo
pano	artefato
olhar	observar/mirar/olhar/ver/aperceber/entender/perceber/aperceber-se
nascente	formação/formação_geológica/lugar
moinho	maquinário/máquina/maquinaria
milho	farinhas/cereal
lama	solo/terra/solo/terra/matéria/substância
intimidar	estimular/excitar/emocionar/comover
hospedar	entreter/divertir
gosto	gosto/sabor
flutuação	alteração/mudança/variação/modificação
empatar	equiparar/igualar
diluir	enfraquecer
decênio	tempo/etapa/período
clamar	afirmar
chácara	oficina/laboratório/emprego/locais_de_trabalho/trabalho
assemelhar	combinar/corresponder/concordar
amador	indivíduo/pessoa/alguém/ser_humano/alma
vigília	security_office/guarda
vidro	sólido/matéria_sólida/sólida
têxteis	artefato
treinar	leccionar/instruir/ensinar/lecionar/leccionar/instruir/ensinar/lecionar
templo	igreja/casadeoração/lugares_de_prática_religiosa/templo/igreja/casadeoração/lugares_de_prática_religiosa/templo
significação	significância/significação/intenção/significado/mensagem/assunto/tópico/conteúdo
sequência	sequência/série
perna	membro
ousar	fazer/agir/atuar
míssil	arma/armamento
mote	locução/provérbio/ditado/idioma/expressão
minérios	materiais
menina	mulher/amante/amado/fêmea
livros	bens/produção/produto
investigador	cientista/especialista
interdição	acta/decreto
gráficos	arte_gráfica
fio	corda
fachada	frente
divorciar	partir/separar_se/separar
desenhar	imaginar
custódia	confinamento
contaminação	contaminação
conformar	obedecer
colar	juntar/grudar
cobre	condutor/condutor/metais/metais/metal/metais/metais/metal/sistema_monetário
bombeiro	guardião/protetor/defensor/guarda/guardião/protetor/defensor/guarda
artífice	trabalhador_especializado
alargar	mudar/modificar/alterar
acompanhante	colega/companheiro/amigo/camarada
vento	vento
trâmite	acção/ação/atividade/ato
serventuário	trabalhador_especializado
selva	relevo_(geografia)/chão/terra_firme/terra/relevo/solo/locação/ponto/lugar/localização
retrucar	falar/contar/dizer
quinta	oficina/laboratório/emprego/locais_de_trabalho/trabalho
pó	sólido/matéria_sólida/sólida
parede	divisória/paredes/parede
mostra	representante/instância/exemplo
magnitude	qualidade/preço/preços/grandeza/número/magnitude/grandeza/número/magnitude/grandeza/número/magnitude/propriedade/atributo
intestino	víscera
ilustração	afiguração/imagem/ilustração/figura/desenho/representação/afiguração/imagem/ilustração/figura/desenho/representação
doenças	enfermidade/doença
complicação	situação/condição
brinquedo	artefato
análogo	semelhança/similardidade
vestuário	vestimenta/roupa/vestido/traje/vestuário
verbo	unidade_da_linguagem/unidade_linguística
sapato	calçado/calçados
provir	tornar_se
pintura	corante/cor/colorante/tinta/arte_gráfica/camada/capa
pescador	trabalhador_especializado
pau	barra/instrumento/ferramenta/implemento
negligência	falta_de_cuidado/maltrato
matiz	significância/significação/intenção/significado
interrogar	questionar/perguntar
infecção	incidente/evento
furtar	segurar/agarrar/capturar/pegar
fotógrafo	artista
espada	arma/armamento
ensaios	material_escrito/documentos
compacto	auto/veículo/carro/automóvel/viatura
colheita	estação_do_ano/estação/tempo/sazão/período/rendimento
chibata	aparelho/ferramenta/instrumento
cantar	proferir/falar/dizer/verbalizar/conversar
cadáver	morto/cadáver/defunto/corpo/restos_mortais/objeto_natural/objeto_natural
azar	fenômeno/fenómeno
armazenar	manter/guardar/segurar/reter
arco	arco/curva/linha/arma/armamento/faixa
vergonha	vergonha/desonra/vergonha
vacilação	traslado/movimento/deslocamento
troco	cache/numerário/em_espécie/dinheiro
tribo	grupos_sociais
sequestrar	tomar/capturar/pegar
sacar	tirar/remover/retirar/tirar/remover/retirar
refém	preso/cativo/prisioneiro_de_guerra/prisioneiro/refém/infortunado/desventurado/desafortunado
raciocínio	razoamento/raciocinio/argumentação/raciocínio
pátio	terreno/campo
presidenta	chefe_de_estado/chefe_de_estado
piorar	decair/piorar/virar/mudar/tornar
opúsculo	livro
negociante	empresário/empresário
moda	direcção/direção/rumo/curso/moda/tendências/estilo/moda/tendências/estilo
lesão	machucado/traumatismo/dano/mal/lesão
fruta	fruto/fruta/fruta
frete	expedição/transporte/transportação
evocar	exprimir/expressar/mostrar
especializado	habilidade
escada	estrada/caminho/via
educar	leccionar/instruir/ensinar/lecionar
dupla	par/dupla/reunião
derrame	ataque
dentista	médico
delimitação	limite/fronteira/fronteiras
chumbo	metais/metais/metal
arriscar	procurar/tentar
arraial	municipalidade/município
alínea	material_escrito/documentos
voar	viajar/ir/caminhar/andar
vestir	virar/mudar/tornar
talento	inteligência/poder/capacidade/talento/habilidade
sobrevivente	infortunado/desventurado/desafortunado/indivíduo/pessoa/alguém/ser_humano/alma
retificação	melhoria/melhoramento
recompensar	fazer/agir/atuar/pagar
probabilidade	qualidade
postulação	mensagem/assunto/tópico/conteúdo
módulo	componente/parte
metrópole	municipalidade/município
listar	protocolar/registar/registrar
idioma	idioma/linguagem/discurso/idioma/língua/comunicação/mensagem
espelho	espelho
escadaria	estrada/caminho/via
desacreditar	zoar/rir/pagodear/ridicularizar/sacanear/zombar/mangar
convulsão	ataque
complô	estratégia/planos/táctica
barro	matéria/substância
aparência	qualidade/aspecto/aparência/semblante
vingança	retribuição
ventilar	agitar/sacudir/tremer
temperamento	natureza/índole/propriedade/característica/atributo/predicado
suposição	concepção/idéia/conceito/ideia
salvaguardar	defender/proteger
revólver	arma/armamento
repartir	mudar
reinar	governar/reger
preponderância	número
planeta	estrela/corpo_celeste/astro
pintar	criar/fazer/cobrir/revestir
justificação	consideração/circunstância
juizado	assembléia/assembleia
fratura	machucado/traumatismo/dano/mal/lesão
flecha	ponto/marco
fila	linha/fila/bicha/formação
ferramenta	apetrecho/equipamento/instrumento/apetrecho/equipamento/instrumento/instrumento/ferramenta/implemento/equipamento/ferramenta/aparato/aparelho/mecanismo/dispositivo/instrumento/equipamento/ferramenta/aparato/aparelho/mecanismo/dispositivo/instrumento/efetuação/execução/realização/implementação
experiente	especialista
enfoque	ponto_de_vista
emblema	sinal
dose	produtos_farmacêuticos/medicamento/remédio/droga_medicinal
distribuidor	empresa/companhia
desvantagem	responsabilidade
desconsiderar	rejeitar
defeito	imperfeição/defeito
cônjuge	esposa/esposo/marido/cônjuge/cónjuge/consorte/parente
credo	escola_de_pensamento/doutrina/filosofia
colina	elevação
catálogo	livro
cativo	infortunado/desventurado/desafortunado
amostra	representante/instância/exemplo
vírus	microorganismo/microrganismo
velhice	período_da_vida/época/período
testemunhar	informar
testamento	documento_oficial/negócio_jurídico
suma	acúmulo/aglomeração/colecção/coleção
sepultamento	funeral/enterro/funeral
saltar	viajar/ir/caminhar/andar/deslocar/mexer/mover
refúgio	asilo/refúgio
rapaz	macho/varão/homem/menor/juvenil/jovem
primavera	estação_do_ano/estação/tempo/sazão/período
postergar	adiar
placar	estrutura/tecido/edifício
persuadir	induzir/persuadir
peixe	vertebrado_aquático/vertebrado_aquático
peculiaridade	propriedade/característica/atributo/predicado
pecado	transgressão
muro	divisória/paredes/parede
manufatura	planta/fábrica/usina/industria/comércio/negócio/empresa
maestro	musico/músico/músico
implemento	instrumento/ferramenta/implemento
ignorância	objecto_mental/objecto_mental
hall	quarto/aposento/sala/edifício/prédio
gênio	intelectual/intelecto
gritar	soltar/emitir/proferir/falar/dizer/verbalizar/conversar/berrar/gritar
ensejo	fenômeno/fenómeno
engendrar	fazer/causar/provocar/criar
embalagem	acúmulo/aglomeração/colecção/coleção
cristal	vidro
cercado	terreno/campo
camarada	conhecido/amiga/camarada/amizade/amigo
bando	aglomeração
amar	amar
albergaria	hotel
afundar	descer/baixar/cair
abatimento	alteração/mudança/variação/modificação/diminuição/redução
vocábulo	vocábulo/termo/verbo/palavra/unidade_da_linguagem/unidade_linguística
turista	turista/viajante
trilha	rota/caminho/percurso/itinerário/estrada/linha/itinerários
signo	região
sacada	estrutura/tecido/edifício
repulsa	repugnância/náusea/repulsa/abominação/asco/nojo/aversão
relaxar	virar/mudar/tornar
refinar	melhorar/aperfeiçoar
mexer	deslocar/mover/deslocar/mexer/mover
linhagem	parentesco/relação/grupo/agrupação/conjunto
ladeira	elevação/formação/formação_geológica
inventário	mercadoria/artigo/produto
inundar	completar/encher
igrejas	igreja/casadeoração/lugares_de_prática_religiosa/templo
furto	crime
freio	limitação/restrição
florestas	relevo_(geografia)/chão/terra_firme/terra/relevo/solo
fala	linguagem/estilo/discurso/língua
detetive	oficial_de_polícia/agente/polícia/guarda/policial
deserto	gleba/terreno/região
desculpar	desculpar/perdoar
conforto	riqueza/socorro/assistência/ajuda
cervejaria	planta/fábrica/usina/planta/fábrica/usina
ave	vertebrado
alojamento	estrutura/tecido/edifício
acercar	vir
trancar	prender/fixar
sabor	gosto/sabor/gosto/sabor
réplica	reprodução/cópia
rosas	arvoreta/arbusto/moita/mato
recibo	reconhecimento
pico	convexidade/região/área/final/fim
perdoar	desculpar/perdoar
peito	anatomia/parte_do_corpo
pedaço	aglomeração/peça/pedaço/parte/porção
passeio	jornada/viagem
parto	ato/ação/feito/acção
ocidente	locação/ponto/lugar/localização
oceano	massa_de_água/água/corpo_de_água
loa	aplauso/aprovação
laboratórios	oficina/laboratório/emprego/locais_de_trabalho/trabalho/oficina/laboratório/emprego/locais_de_trabalho/trabalho
jóia	joalheria/jóia/joalharia
invenção	criatividade/criatividade/criação
indagação	pergunta/questão/inquérito
foragir	escapar/evadir-se/fugir
focar	raciocinar/cogitar/pensar/refletir
farda	vestimenta/roupa/vestido/traje/vestuário
espinha	esqueleto
empurrar	forçar/empurrar/deslocar/mover
cozinha	quarto/aposento/sala
coxim	almofada
cidadã	súdito/cidadão
bolso	bolsa
balconista	assalariado/operário/empregado
auferir	receber/obter/comprar/adquirir/receber/obter/comprar/adquirir
atrever	fazer/agir/atuar
armadilha	equipamento/ferramenta/aparato/aparelho/mecanismo/dispositivo/instrumento
aposta	aposta/jogo_de_azar
acepção	significância/significação/intenção/significado
tentação	efeito
superpotência	nação/república/país
segurar	ter/agarrar/pegar/tomar/segurar/agarrar/capturar/pegar/defender/proteger
rótulo	marca/selo/marcadores
reparar	falar/contar/dizer/melhorar/aperfeiçoar
refeição	nutriente/alimentação/alimento/comida/nutrição
quadra	área/região/território/ambiente
pneu	arco
peão	turista/viajante
performance	acção/ação/atividade/ato
parentesco	conexão/relação/conexão/relação
mentir	desinformar/enganar
lesar	ferir/lesar/machucar/lesionar/doer/ferir/aleijar/machucar
jeito	efetuação/execução/realização/implementação
injeção	cuidados_médicos/cuidado_médico/cuidados_médicos/introdução/inserção
fauna	vida
exemplificar	elaborar/expandir/elocubrar/expor
escritura	documento/documentação
enganar	desinformar/enganar/informar
empregada	servidor/empregado/doméstico
distorcer	desmentir/representar/apresentar
canteiro	campos
calça	artigo_de_vestuário/roupa/vestuário
calibre	grau
caixeiro	assalariado/operário/empregado
balcão	mesa/estrutura/tecido/edifício
aptidão	habilidade
alarme	equipamento/ferramenta/aparato/aparelho/mecanismo/dispositivo/instrumento
agonia	angústia/dor/dor
admirar	respeitar/prezar/venerar
acorrer	suportar/ajudar/apoiar
tela	superfície
shopping	estabelecimento_comercial/estabelecimento_de_negócios
prima	parente
papagaio	brinquedo
ombro	anatomia/parte_do_corpo
meter	fechar_(se)
maquiagem	cosmético
louvor	aplauso/aprovação
legar	oferecer/dar_de_presente/dar/regalar/entregar
largura	dimensão/extensão/amplidão/magnitude
justeza	justiça/honestidade
insultar	encolerizar/enraivecer/irar/zangar/verbalizar/exprimir/proferir/expressar
galgar	ascender/subir
funeral	funeral/enterro/funeral/cerimónia/cerimônia/festa/cerimónia/cerimônia/festa
enxergar	aperceber/entender/perceber/aperceber-se
enfermeiro	médico
desertar	escapar/evadir-se/fugir
degolar	o_fazendeiro_matou_um_porco_para_o_natal./matar
danificar	ferir/lesar/machucar/lesionar
constrangir	conter/limitar/restringir
concerto	atuação
comer	comer/ingerir/tomar/consumir
coagir	forçar/obrigar/compelir
buraco	fenda/vão/abertura
autoridades	entidade_política/coisa_pública
atributo	concepção/idéia/conceito/ideia
atar	anexar/juntar/unir/modelar/formar
amanhecer	hora
viatura	veículos_motorizados/meios_de_transporte/modo_de_transporte/veículo
varrer	esfregar/enxugar/limpar
variante	táxon/taxón/taxon/taxon/género/classe/espécie/tipo/variedade
terapia	produtos_farmacêuticos/medicamento/remédio/droga_medicinal/cuidados_médicos/cuidado_médico/cuidados_médicos
sintonizar	acertar/ajustar/corrigir
simular	reproduzir/recriar/desmentir
santuário	campo/terreno/asilo/refúgio
revanche	retribuição
retroceder	viajar/ir/caminhar/andar
resíduos	resíduo/resíduo_sólido/lixo
pudim	doce/sobremesa
psicólogo	cientista
prevalência	número
porção	fragmento/pedaço/conexão/relação
piano	instrumento_de_cordas/instrumentos_de_percussão/instrumento_de_percussão
máscara	cobertura/capa
mutação	alteração/mudança/variação/modificação/alteração/mudança/variação/modificação
mente	intelectual/intelecto/compreensão/conhecimento/noção/cognição
meia-noite	hora
manuscrito	material_escrito/documentos
lucrar	auferir/ganhar/receber/obter/comprar/adquirir
lata	recipiente/contentor/contêiner
ira	cólera/raiva/ira/zanga/emoção/comoção/abalo/sentimento
inverno	estação_do_ano/estação/tempo/sazão/período
incomodar	desgostar/desagradar
imitar	reproduzir
fracionar	mudar
festividade	recreaçao/diversão
estrago	alteração/mudança/variação/modificação
estanho	metais/metais/metal
engano	falha/insucesso
encher	estar/completar/encher/mudar/modificar/alterar
embalar	deslocar/mover/cobrir/tampar
corda	linha/fio/corda/corda
contabilista	empresário
compelir	forçar/obrigar/compelir
clã	grupos_sociais
cerveja	fermentação
catástrofe	azar/má_sorte/infortúnio
bico	boca
asa	órgão_biologico/órgão/adição/melhoria
aposento	alojamento/abrigo/casa
anel	cabelo/joalheria/jóia/joalharia/joalheria/jóia/joalharia
amante	mulher/seguidor/amante/amado/amante/amado
alívio	conforto
aceno	sinal
abusar	tratar
túmulo	região/área
tristeza	mágoa/pesar/tristeza/desgosto/dor/tristeza/pesar
testa	traço
terminologia	vocábulo/termo/verbo/palavra
temperatura	propriedades_físicas/propriedade_física/propriedades_físicas/propriedade_física
síndrome	sintoma
sensação	percepção/percepção
seda	pano/tecido/fazenda/têxteis/tecido_têxtil
ruir	alterar/mudar
rolar	virar-se/tornar-se/virar
retribuir	pagar
repreensão	assessoramento/recomendação/conselho
relógio	relógio/relógio_de_pulso/relógio/relógio_de_pulso
pirâmide	poliedro/poliedros
perdedor	infortunado/desventurado/desafortunado
mágoa	tristeza/pesar
modelar	construir/confeccionar/fabricar/recriar/mudar/modificar/alterar
marujo	trabalhador_especializado
maravilha	ocorrente/acontecimento/ocorrência
lã	pano/tecido/fazenda/têxteis/tecido_têxtil/corda
limpar	esfregar/esvaziar/evaziar/limpar/lavar
kit	parafernália
jogada	vez/jogo
itinerário	fronteira
grampear	ouvir/dar_atenção_a/escutar
gaveta	recipiente/contentor/contêiner/recipiente/contentor/contêiner
fígado	víscera
furar	perfurar/furar
filmar	fazer/causar/provocar/criar/registar/registrar
fatia	pedaço/tomo/secção/parte/porção
fantasia	anseio/apetite/pretensão/desejo/roupa/traje/vestuário/vestido
erigir	edificar/construir
envelope	recipiente/contentor/contêiner
enfermeira	médico
descanso	suspensão/pausa/interrupção/almofada
desabar	mudar_a_dimensão/alterar/mudar
dente	osso
degradar	decair/piorar
decréscimo	alteração/mudança/variação/modificação
córrego	massa_de_água/água/corpo_de_água
curvar	torcer/dobrar/curvar/vergar
cinza	residuo
chão	objeto/objeto_físico
canudo	ducto/duto/pipeline/condutas/canais/conduto/cano/chaminés_de_fábrica/canal/tubo/cachimbo
boneco	brinquedo
bolo	fornada
bode	bovídeos/bovídeos
auxilio	apoio_financeiro/ajuda_financeira/ajuda
arrepender	sentir/experimentar
apanhar	receber/obter/comprar/adquirir/ajuntar/coletar/coligir/reunir/recolher/juntar/segurar/agarrar/capturar/pegar
antagonista	indivíduo/pessoa/alguém/ser_humano/alma
amarrar	anexar/juntar/unir
alongar	deslocar/mexer/mover
alojar	morar/habitar/povoar/viver
traje	artigo_de_vestuário/roupa/vestuário/roupa/traje/vestuário/vestido/roupa/traje/vestuário/vestido
toque	percepção/percepção/som
topo	região/área/lado/face
tinta	corante/cor/colorante/tinta/camada/capa
sopa	prato
simplicidade	qualidade
saguão	quarto/aposento/sala
sacudir	oscilar/deslocar/mexer/mover
ridicularizar	zoar/rir/pagodear/ridicularizar/sacanear/zombar/mangar
revistar	ver/examinar/inspecionar
rascunho	texto
proponente	indivíduo/pessoa/alguém/ser_humano/alma
privação	miséria/pobreza/pobreza/empobrecimento
presumir	antecipar
porão	pavimento/piso/andar
pontuar	exprimir/expressar/mostrar
passaportes	documento_oficial/negócio_jurídico
naufragar	descer/baixar/cair
largar	deslocar/mover
ingrediente	componente/parte
garoto	macho/varão/homem
ganhador	competidor/contendor
galopante	turista/viajante
florescer	aumentar/crescer
flagelo	azar/má_sorte/infortúnio
exposições	acúmulo/aglomeração/colecção/coleção
estômago	víscera/anatomia/parte_do_corpo
estremecer	agitar/sacudir/tremer
escudo	proteção/capa
emocionar	parecer/impressionar/comover/afetar
egoísmo	auto-estima/orgulho
dieta	jejum
descida	encosta/ladeira/subida/costa/declives/declive
descendência	parentesco/relação/parente
deformar	deformar
decair	virar/mudar/tornar
cólera	cólera/raiva/ira/zanga/emoção/comoção/abalo/sentimento
consolação	socorro/assistência/ajuda
conectar	raciocinar/cogitar/pensar/refletir
compêndio	livro
camiseta	camisa
borda	limite/margem_interior/fronteira/borda/limite/fronteira/fronteiras/limite/fronteira/fronteiras/limite/fronteira/fronteiras
barraco	asilo/refúgio
balão	brinquedo
avizinhar	vir
atemorizar	estimular/excitar/emocionar/comover
asfixiar	contrair/comprimir/sofrer/doer
aquecimento	instalação
anunciação	afirmação/declaração
antepassado	parente
ansiar	ansiar/desejar/querer
anoitecer	hora/jornada/dia
aliada	associado
albergue	hotel
adição	componente/parte
abreviar	reduzir/diminuir
ventre	anatomia/parte_do_corpo
tripulante	trabalhador_especializado
soco	porrada/golpe
sentinela	security_office/guarda
senha	segredo/arcano
semear	colocar/carregar/botar/pôr
sapo	anfíbios/anfibios/anfíbio
roça	chácara/granja/quinta/sítio/fazenda
ressurreição	progresso/melhoria
reaparecimento	progresso/melhoria
rato	aparelho_eletrônico/roedor/roedor
plásticos	sólido/matéria_sólida/sólida
perfurar	perfurar/furar
ovacionar	gesticular
numerário	cobre/dinheiro/moeda/divisa
mármore	pedra/rocha
monstro	mutante/mutação/mutantes
monarca	governante/governador/chefe_de_estado/chefe_de_estado
mel	adoçante
lágrima	gota
lavar	assear/limpar/purgar/limpar/lavar
instinto	aptidão
industria	comércio/mercantilismo/comercialismo
iluminar	iluminar-se/iluminar
híbrido	ser/organismo
habitat	envolvente/entorno/ambiente/meio/cerque
fluido	matéria/substância
ferida	machucado/traumatismo/dano/mal/lesão
fardo	recipiente/pacote/embalagem
etiqueta	marca/selo/marcadores
erudito	intelectual/intelecto
entorno	região_geográfica/região/área_geográfica
desportista	competidor/contendor
despender	pagar
denegar	reter/conter
dedo	dedo/dedo_da_mão/dedo_da_mão/dígito/dedo/dedo_da_mão/dígito/dedo
conflitos	incompatibilidade
comité	comité/comissão/junta/comitê/unidade_administrativa/órgão_público/organização
chorar	expressar_sentimentos
cavar	tirar/remover/retirar
carbono	elemento_químico/elemento_químico
cabimento	alternativa/opção/escolha/intercorrência/eleição
brio	auto-estima/orgulho
balsa	batel/escaler/barco/bote
aversão	repugnância/náusea/repulsa/abominação/asco/nojo/aversão
aterrissar	vir/chegar
artesão	trabalhador_especializado
arranjar	colocar/carregar/botar/pôr
aparentar	desmentir
aeródromo	aeroporto/aeródromo
vértice	lugar
vela	pano
vegetação	cobertura_vegetal/flora/vegetação/acúmulo/aglomeração/colecção/coleção
tubo	ducto/duto/pipeline/condutas/canais/conduto/cano/chaminés_de_fábrica/canal/tubo/cachimbo
tecla	equipamento/ferramenta/aparato/aparelho/mecanismo/dispositivo/instrumento
tambor	instrumentos_de_percussão/instrumento_de_percussão
séculos	tempo/etapa/período
ruído	som/ruído
resenha	jornal/periódico/publicação_periódica/revista
replicar	reproduzir/falar/contar/dizer
recém-nascido	criança/menino/filho
querela	discórdia/discrepância/discordo/desacordo/discordância
quarteirão	área/região/território/ambiente
quantificar	exprimir/transmitir
pássaro	vertebrado
puxar	deslocar/mover
punhado	aglomeração
pousar	vir/chegar
porquê	explicação/explanação
pertinência	relação/ligação
perecer	virar/mudar/tornar
penalização	controle_social
pavimento	estrutura/tecido/edifício
nó	ligação
nuvem	fenômeno_atmosférico
nomenclatura	vocábulo/termo/verbo/palavra
ninho	objeto_natural/objeto_natural
morada	alojamento/abrigo/casa
moldar	construir/confeccionar/fabricar
mascarar	esconder/encobrir/omitir/tampar/tapar/acobertar/ocultar
manchar	mudar/modificar/alterar
louça	recipiente/contentor/contêiner
locução	idioma
livreto	livro
inventar	pensar/inventar
interrogação	pergunta/questão/inquérito
insensatez	mensagem/assunto/tópico/conteúdo
inimizade	condição/situação/estado
hierarquizar	julgar/avaliar/balizar
guarida	asilo/refúgio
gramado	gleba/terreno/região/terreno/campo
gordura	lipido/lípido/lípidos/lípidos/lipídio/gordura
garrafa	vaso/vasilha/vasilhame/vaso/vasilha/vasilhame/vaso/vasilha/vasilhame
fluir	deslocar/mexer/mover
fibras	materiais
faceta	qualidade/carácter_distintivo/característica
estrato	região/pessoal/população/povo/gente
escavar	tirar/remover/retirar
engolir	ingerir/tomar/consumir/suportar/tolerar/aguentar/aturar
encurtar	reduzir/diminuir
drenar	esvaziar/evaziar
dona-de-casa	mulher/esposa
desprezo	aversão/desconsideração
desmoronar	mudar/alterar/mudar
designer	criativo/creador/criador/criativo/creador/criador
desgraça	vergonha/desonra
descuido	maltrato
delegada	representante
degenerar	decair/piorar
cão	cão/canídeo/animal_doméstico/animal_doméstico
curva	linha/linha/seção/segmento
costas	esqueleto
cortina	móvel/mobília/mobiliário/cortina
copiar	reproduzir/fazer/causar/provocar/criar
constelação	objeto_natural/objeto_natural
comprimir	estreitar/apertar
cemitérios	locação/sítio/lugar
celebridade	honra
catástrofes	azar/má_sorte/infortúnio
capricho	anseio/apetite/pretensão/desejo
capataz	orientador/supervisor
calor	propriedades_físicas/propriedade_física
cachorro	cão/canídeo/animal_doméstico/animal_doméstico
bola	forma_redonda/aglomeração/brinquedo
biscoito	bolo
barraca	asilo/refúgio
banana	fruta
anjo	ser_sobrenatural/espirito
ancestral	parente
afogar	expirar/morrer/bater_as_botas/falecer/comer_capim_pela_raiz/perecer
álbum	meios_de_comunicação/mídia/livros/livro
website	calculadora/computador
vulgo	pessoal/população/povo/gente
vitamina	nutriente/alimentação/alimento/comida/nutrição
vindouro	tempo
vestido	artigo_de_vestuário/roupa/vestuário
vendaval	fenômeno_atmosférico
vaso	recipiente/contentor/contêiner
tora	madeira
tempestade	fenômeno_atmosférico
taça	recipiente/contentor/contêiner
tabuleiro	superfície
soar	soar/ressoar/fazer
silvicultura	biologia/ciências_da_vida
satélites	equipamento/ferramenta/equipamento/ferramenta
sabão	clareador/produto_de_limpeza
roupas	vestimenta/roupa/vestido/traje/vestuário
rondar	estar/ser
rolo	cilindro
quintal	terreno/campo
pretextar	desmentir
prenome	unidade_da_linguagem/unidade_linguística
preleção	discurso
predileção	afeição
pisotear	ir/caminhar/andar
pisar	viajar/ir/caminhar/andar
picar	perfurar/furar
perfume	artigos_de_toalete
penhorar	prometer
pedestre	turista/viajante
parâmetros	fator
papai	genitor/mãe/pai/progenitor/pai/papá/painho/papai
namorada	mulher/amante/amado
métodos	habilidade
mosaico	belas_artes/belas-artes/arte
molestar	desgostar/desagradar
moita	planta_lenhosa
min	unidades_de_tempo/unidade_de_tempo
lavanderia	artigo_de_vestuário/roupa/vestuário
lanchonete	restaurante
inseto	artrópode/artrópodes/artropode
impactar	mudar/modificar/alterar
hóspede	visita/visitante
grilhão	limitação/restrição
garota	mulher/amante/amado/fêmea
fóssil	resto
fumar	ingerir/tomar/consumir
freguês	consumidor
fichário	registro
fender	mudar
extraditar	expulsar
estrangular	contrair/comprimir
escutar	aperceber/entender/perceber/aperceber-se/aperceber/entender/perceber/aperceber-se
encosta	formação/formação_geológica
desgosto	mágoa/pesar/tristeza/desgosto/dor
deitar	colocar/carregar/botar/pôr
dançar	deslocar/mexer/mover
dama	mulher
custos	qualidade/preço/preços
criatura	ser/organismo
crepúsculo	hora
conhecida	indivíduo/pessoa/alguém/ser_humano/alma
condensar	reduzir/diminuir
comprimento	extensão/alcance
colecionar	receber/obter/comprar/adquirir
chutar	golpear/bater
centúria	tempo/etapa/período
cavalheiro	homem
cassete	recipiente/contentor/contêiner
caixão	caixa
bradar	berrar/gritar
botar	deslocar/mover
bota	calçado/calçados
bobagem	mensagem/assunto/tópico/conteúdo
beira-mar	orla/litoral/costa
beber	ingerir/tomar/consumir
aventurar	proceder/especular
aterrorizar	intimidar/aterrorizar/amedrontar/assustar/atemorizar/estimular/excitar/emocionar/comover
apego	afeto/afeição/amor/apego/carinho/afecção/afetividade
ansiedade	ansiedade/preocupação/ânsia
amedrontar	estimular/excitar/emocionar/comover
altar	estrutura/tecido/edifício
alho	aromatizante/condimento/tempero
agulha	instrumento/ferramenta/implemento
agencia	empresa/organização_empresarial
acamar	aprumar
índex	dedo/dedo_da_mão
