muito	numeroso
realístico	gráfico/pragmático/vivo/virtual/vivaz/vivente/prático
constatável	determinável
ominoso	alarmante/inquietante
obstrutivo	preventivo
hodierno	corrente/actual/atual
comprovável	objetivo
glauco	opaco
empinado	alto
tautológico	prolixo
antônimo	incompatível/complementar/contrário/contraditório/inverso
grácil	refinado/cultivado/gentil
vivaz	realístico
perdoável	venial
preditivo	profético
bicolor	colorido
traquinas	arteiro/travesso/brincalhão
crespo	encaracolado
movente	cinético/móvel/voador
staccato	chocante/inopinado
lépido	ativo
inabitado	povoado/populoso/solitário/abandonado
carmim	cromático
adornado	estofado
desmazelado	eriçado/hirto
decoroso	próprio/precioso/digno/modelar/modelo/interessante/louvável/merecedor/exemplar/valioso/notável/adequado/conveniente
argênteo	metálico/radiante/brilhante/luminoso/claro
apavorante	ruim
verde-azeitona	cromático
importuno	suplicante
abstrato	ideológico/esotérico/ideal/conceitual/conceptual
vívido	ditoso/vivo
deleitoso	aprazível
cadavérico	tênue/esbelto/magro
sonso	idiota/fátuo/burro/imbecil/estúpido
multicor	colorido
axiomático	evidente/óbvio
bilhão	cardinal/cardeal
tinhoso	ávido/tacanho
abordável	compreensível
imodesto	orgulhoso
pançudo	gordo
dimensional	multidimensional
ranço	fedorento/malcheiroso
escuso	torcido/torto/ziguezagueante
demonstrável	evidente/óbvio
mendiga	infeliz/miserável
nonagésimo	ordinal
desafiado	cego
animoso	bravo/valoroso/valente/afoito/arrojado/corajoso
colante	adesivo
quedo	imóvel
factível	possível
desabrigado	vulnerável
insone	desperto/alerta/acordado
desnutrido	faminto
corruptível	corrupto
solto	friável/folgado
filiforme	fino
massudo	grande
descortês	indelicado
cobiçoso	voraz/predatório/possessivo/cumulativo/avaro/ávido/ganancioso/acumulativo/predador
rufo	colorido
décimo_primeiro	ordinal
categorizado	classificado
confederativo	unido
glamouroso	emocionante/excitante
décimo_terceiro	ordinal
circunflexo	semicircular/sinusoidal/sinuoso/curvilíneo
proficiente	importante
amaro	arisco/desagradável
décimo_quarto	ordinal
antropóide	humano
cento_e_sessenta	cardinal/cardeal
manejável	possível
determinável	constatável/verificável
piolhoso	sujo
assíncrono	anacrônico
dorminhoco	adormecido
ígneo	quente
controvertido	árduo/difícil/foda/intrincado
adquirível	disponível
descorado	doente/adoentado/doentio/insalubre
baio	cromático
nauseante	doente/ofensivo/enfermo
caipira	provincial
semi-analfabeto	analfabeto
discriminativo	discriminatório/crítico
obsequioso	prestável
pluvioso	húmido/molhado
cardinal	c/160/500/cem_mil/dez_mil/bilhão/quarenta/mil/trilhão/5/uno/dois/duzentos/cento_e_oitenta/trezentos/noventa_e_nove/quatrocentos/onze/cento_e_sessenta/milhar/190/180/quinhentos/um_mil/1000/2/v/cinco
inane	tolo
assertivo	enérgico/enfático
indene	incólume/salvo/ileso
usável	descartável/útil/prestativo
isotônico	tenso
profilático	saudável
inconsiderado	desatento
sem-teto	infeliz/miserável
malevolente	malicioso/perverso/maldoso
foda	frustrante/ambicioso/controvertido/difícil/sensitivo/laborioso/desafiador/desconcertante/complicado/problemático/espinhoso
intensificador	exasperante/agravante
multicelular	celular
atual	real/corrente/contemporâneo/hodierno/último/moderno/vigente/online/actual
trianual	periódico
refulgente	radiante/brilhante/luminoso/claro
salubre	saudável
indutivo	implícito
coexistente	síncrono/sincrônico
magestoso	alto
purulento	séptico
comprável	disponível
amorável	angélico/adorável/angelical
varonil	masculino/macho
rubicundo	colorido
acurado	fiel/cirúrgico
apreciativo	agradecido/reconhecido/grato/gratidão
fragrante	perfumado/cheiroso
penitencial	penitente
alisado	bidimensional
desvinculado	separado
artrítico	doente/adoentado/doentio/insalubre
porfiado	teimoso/obstinado
antiácido	incompatível
refutável	responsável
infrequente	ocasional/raro
meditabundo	especular
hidrófugo	impermeável
assexual	vegetativo
amarelento	cromático
excitável	assustado/nervoso/sensível
mirim	temporão/precoce/cedo
falaz	errado/incorreto
quiet	silencioso
maturo	maduro/adulto/outonal/casadoiro/maior/núbil/crescido
elefantino	grande
conceitual	abstrato
antropomorfo	humano
argumentável	plausível
intercambiável	substituível/simétrico
pedroso	áspero
inconquistável	invencível/indomável/insuperável
inerme	vulnerável/indefeso
octagésimo	ordinal
culpável	culpado
auto-confiante	confiante
simplístico	simples/singelo
doído	magoado/traumático/terno/sensível/ofendido
entristecedor	triste
ativo	atlético/activista/rápido/lépido/lesto/ligeiro/ágil/acrobático
maneável	possível
acostumado	familiar
dobrável	flexível
ambarino	cromático
disjunto	separado
purpúreo	cromático
ruão	colorido
comutativo	independente
perneta	inapropriado
lelé	insano
gangrenoso	doente/adoentado/doentio/insalubre
malfeito	descuidado/negligente
estado-da-arte	progressivo
olivo	cromático
vacante	vazio
lutuoso	triste/pesaroso
fusiforme	pontudo
vigésima	ordinal
iconoclástico	destrutivo
prestativo	duradouro/funcional/utilizável/durável/usável/duradoiro
hilário	humorístico/engraçado
confirmável	empírico
estofado	adornado
gordurento	gordo/obeso
escalvado	desesperado
refletivo	vazio
malcomportado	indelicado
temporão	jovem/nítrico/mirim/contemporâneo/primitivo/incipiente/novo/primordial/primitiva/prematuro/anterior
arteiro	traquinas/sarcástico/irônico
chicaneiro	crítico
brônzeo	metálico
pontudo	fusiforme/piramidal/pontiagudo
ondeante	tempestuoso
marrom	cromático
estocástico	aleatório
vigésimo_primeiro	ordinal
saturnino	sarcástico
um_mil	cardinal/cardeal
minimum	simbólico/marginal
covardemente	pusilânime
gris	acromático
diagnosticável	identificável
friável	solto
lhano	afável/amável
aprimorado	perfeito/idílico/ideal/impecável
luzente	superior
operoso	diligente
anti-helmíntico	saudável
desalentador	desencorajante
desesperador	perigoso
escarnecedor	desrespeitoso
caloso	resistente/grosso
congenial	sociável/compatível
doidão	sensual/insano/sexy
testável	empírico
denário	múltiplo
fofa	macio
iterativo	repetitivo
hispanófono	comunicativo
cerúleo	cromático
avelaneira	cromático
azul-petróleo	cromático
sutil	humorístico/engraçado
preeminente	dominante
antimicrobiano	saudável
cafona	húmido/molhado
respetivo	individual
sinusoidal	tortuoso/circunflexo
litorâneo	marítimo
ordinal	octagésimo/sexta/oitavo/décima/décimo_quarto/vigésimo_primeiro/vigésimo/décimo_terceiro/terciário/duodécimo/centésimo/1º/sétimo/nono/trigésimo/sexagésima/segundo/décimo_primeiro/quinto/nonagésimo/trigésima/milionésimo/quadragésimo/qüinquagésimo/sexto/sexagésimo/milésimo/sétima/vigésima/décimo_segundo/décimo/primeiro/terceiro/enésimo
adulterino	infiel
antediluviano	antigo/velho
oblíqua	inclinado
transverso	transversal
sable	acromático
aquiescente	obediente
explanatório	noticioso
amargoso	arisco/desagradável
compressível	comprimido
agorafóbico	receoso
isométrico	cúbico/tridimensional
coesivo	adesivo
otimista	altista/vantajoso/alegre/positivo
bifocal	central
iridescente	radiante/colorido/brilhante/luminoso/claro
sandeu	insano
biconvexo	convexo
trigésima	ordinal
núbil	maturo/maduro
mastigável	tenro/macio
exato	fiel/literal/certo/cirúrgico/rigoroso/justo/correto/textual/estrito/matemático
caucasiana	branco/branca/caucasiano
desgradável	cortante/ácido/adstringente/acerbo/picante/azedo
coletivo	solidário/socialista
ictérico	doente/adoentado/doentio/insalubre
sexagésima	ordinal
sinótico	mesmo
sensasional	intenso/intensivo
calmoso	perto/próximo/vizinho
administrável	manipulável
cotidiano	rotineiro/costumeiro/comum/ordinário/normal
esquentado	tórrido/sensual
ortostático	vertical
crocante	fresco/recente
graduável	hierárquico
acromático	madrepérola/esbranquiçado/saibro/prateado/acinzentado/cinza/cinzento/gris/sable
trilhão	cardinal/cardeal
