muito	numeroso
realístico	gráfico/pragmático/vivo/virtual/vivaz/vivente/prático
constatável	determinável
ominoso	alarmante/inquietante
obstrutivo	preventivo
hodierno	corrente/actual/atual
glauco	opaco
comprovável	objetivo
empinado	alto
tautológico	prolixo
antônimo	incompatível/complementar/contrário/contraditório/inverso
grácil	refinado/cultivado/gentil
lépido	ativo
inabitado	povoado/populoso/solitário/abandonado
carmim	cromático
adornado	estofado
decoroso	próprio/precioso/digno/modelar/modelo/interessante/louvável/merecedor/exemplar/valioso/notável/adequado/conveniente
vivaz	realístico
desmazelado	eriçado/hirto
perdoável	venial
preditivo	profético
bicolor	colorido
traquinas	arteiro/travesso/brincalhão
crespo	encaracolado
movente	cinético/móvel/voador
staccato	chocante/inopinado
verde-azeitona	cromático
importuno	suplicante
abstrato	ideológico/esotérico/ideal/conceitual/conceptual
vívido	ditoso/vivo
deleitoso	aprazível
sonso	idiota/fátuo/burro/imbecil/estúpido
multicor	colorido
cadavérico	tênue/esbelto/magro
axiomático	evidente/óbvio
bilhão	cardinal/cardeal
argênteo	metálico/radiante/brilhante/luminoso/claro
apavorante	ruim
pançudo	gordo
dimensional	multidimensional
escuso	torcido/torto/ziguezagueante
ranço	fedorento/malcheiroso
demonstrável	evidente/óbvio
abordável	compreensível
tinhoso	ávido/tacanho
imodesto	orgulhoso
quedo	imóvel
colante	adesivo
factível	possível
desabrigado	vulnerável
insone	desperto/alerta/acordado
desnutrido	faminto
mendiga	infeliz/miserável
nonagésimo	ordinal
desafiado	cego
animoso	bravo/valoroso/valente/afoito/arrojado/corajoso
descortês	indelicado
cobiçoso	voraz/predatório/possessivo/cumulativo/avaro/ávido/ganancioso/acumulativo/predador
rufo	colorido
décimo_primeiro	ordinal
categorizado	classificado
corruptível	corrupto
massudo	grande
solto	friável/folgado
filiforme	fino
décimo_terceiro	ordinal
circunflexo	semicircular/sinusoidal/sinuoso/curvilíneo
proficiente	importante
amaro	arisco/desagradável
décimo_quarto	ordinal
antropóide	humano
cento_e_sessenta	cardinal/cardeal
manejável	possível
confederativo	unido
glamouroso	emocionante/excitante
determinável	constatável/verificável
piolhoso	sujo
assíncrono	anacrônico
ígneo	quente
dorminhoco	adormecido
controvertido	árduo/difícil/foda/intrincado
baio	cromático
descorado	doente/adoentado/doentio/insalubre
nauseante	doente/ofensivo/enfermo
caipira	provincial
semi-analfabeto	analfabeto
obsequioso	prestável
pluvioso	húmido/molhado
cardinal	c/160/500/cem_mil/dez_mil/bilhão/quarenta/mil/trilhão/5/uno/dois/duzentos/cento_e_oitenta/trezentos/noventa_e_nove/quatrocentos/onze/cento_e_sessenta/milhar/190/180/quinhentos/um_mil/1000/2/v/cinco
discriminativo	discriminatório/crítico
adquirível	disponível
assertivo	enérgico/enfático
indene	incólume/salvo/ileso
usável	descartável/útil/prestativo
isotônico	tenso
profilático	saudável
inconsiderado	desatento
inane	tolo
atual	real/corrente/contemporâneo/hodierno/último/moderno/vigente/online/actual
trianual	periódico
refulgente	radiante/brilhante/luminoso/claro
salubre	saudável
indutivo	implícito
coexistente	síncrono/sincrônico
magestoso	alto
purulento	séptico
comprável	disponível
sem-teto	infeliz/miserável
malevolente	malicioso/perverso/maldoso
foda	frustrante/ambicioso/controvertido/difícil/sensitivo/laborioso/desafiador/desconcertante/complicado/problemático/espinhoso
intensificador	exasperante/agravante
multicelular	celular
varonil	masculino/macho
rubicundo	colorido
acurado	fiel/cirúrgico
apreciativo	agradecido/reconhecido/grato/gratidão
fragrante	perfumado/cheiroso
penitencial	penitente
alisado	bidimensional
desvinculado	separado
artrítico	doente/adoentado/doentio/insalubre
porfiado	teimoso/obstinado
amorável	angélico/adorável/angelical
assexual	vegetativo
amarelento	cromático
excitável	assustado/nervoso/sensível
mirim	temporão/precoce/cedo
falaz	errado/incorreto
quiet	silencioso
maturo	maduro/adulto/outonal/casadoiro/maior/núbil/crescido
elefantino	grande
conceitual	abstrato
antiácido	incompatível
refutável	responsável
infrequente	ocasional/raro
meditabundo	especular
hidrófugo	impermeável
pedroso	áspero
inconquistável	invencível/indomável/insuperável
inerme	vulnerável/indefeso
octagésimo	ordinal
culpável	culpado
auto-confiante	confiante
simplístico	simples/singelo
doído	magoado/traumático/terno/sensível/ofendido
entristecedor	triste
ativo	atlético/activista/rápido/lépido/lesto/ligeiro/ágil/acrobático
maneável	possível
antropomorfo	humano
argumentável	plausível
intercambiável	substituível/simétrico
ambarino	cromático
disjunto	separado
purpúreo	cromático
ruão	colorido
comutativo	independente
perneta	inapropriado
lelé	insano
gangrenoso	doente/adoentado/doentio/insalubre
malfeito	descuidado/negligente
acostumado	familiar
dobrável	flexível
iconoclástico	destrutivo
prestativo	duradouro/funcional/utilizável/durável/usável/duradoiro
hilário	humorístico/engraçado
confirmável	empírico
estofado	adornado
gordurento	gordo/obeso
escalvado	desesperado
refletivo	vazio
malcomportado	indelicado
temporão	jovem/nítrico/mirim/contemporâneo/primitivo/incipiente/novo/primordial/primitiva/prematuro/anterior
estado-da-arte	progressivo
olivo	cromático
vacante	vazio
lutuoso	triste/pesaroso
fusiforme	pontudo
vigésima	ordinal
vigésimo_primeiro	ordinal
saturnino	sarcástico
um_mil	cardinal/cardeal
minimum	simbólico/marginal
covardemente	pusilânime
gris	acromático
diagnosticável	identificável
friável	solto
lhano	afável/amável
aprimorado	perfeito/idílico/ideal/impecável
luzente	superior
arteiro	traquinas/sarcástico/irônico
chicaneiro	crítico
brônzeo	metálico
pontudo	fusiforme/piramidal/pontiagudo
ondeante	tempestuoso
marrom	cromático
estocástico	aleatório
hispanófono	comunicativo
cerúleo	cromático
avelaneira	cromático
azul-petróleo	cromático
sutil	humorístico/engraçado
preeminente	dominante
antimicrobiano	saudável
cafona	húmido/molhado
respetivo	individual
sinusoidal	tortuoso/circunflexo
litorâneo	marítimo
ordinal	octagésimo/sexta/oitavo/décima/décimo_quarto/vigésimo_primeiro/vigésimo/décimo_terceiro/terciário/duodécimo/centésimo/1º/sétimo/nono/trigésimo/sexagésima/segundo/décimo_primeiro/quinto/nonagésimo/trigésima/milionésimo/quadragésimo/qüinquagésimo/sexto/sexagésimo/milésimo/sétima/vigésima/décimo_segundo/décimo/primeiro/terceiro/enésimo
adulterino	infiel
antediluviano	antigo/velho
oblíqua	inclinado
operoso	diligente
anti-helmíntico	saudável
desalentador	desencorajante
desesperador	perigoso
escarnecedor	desrespeitoso
caloso	resistente/grosso
congenial	sociável/compatível
doidão	sensual/insano/sexy
testável	empírico
denário	múltiplo
fofa	macio
iterativo	repetitivo
otimista	altista/vantajoso/alegre/positivo
bifocal	central
iridescente	radiante/colorido/brilhante/luminoso/claro
sandeu	insano
biconvexo	convexo
trigésima	ordinal
núbil	maturo/maduro
mastigável	tenro/macio
isométrico	cúbico/tridimensional
exato	fiel/literal/certo/cirúrgico/rigoroso/justo/correto/textual/estrito/matemático
coesivo	adesivo
caucasiana	branco/branca/caucasiano
desgradável	cortante/ácido/adstringente/acerbo/picante/azedo
coletivo	solidário/socialista
sinótico	mesmo
ictérico	doente/adoentado/doentio/insalubre
sexagésima	ordinal
sensasional	intenso/intensivo
calmoso	perto/próximo/vizinho
administrável	manipulável
cotidiano	rotineiro/costumeiro/comum/ordinário/normal
esquentado	tórrido/sensual
ortostático	vertical
crocante	fresco/recente
graduável	hierárquico
acromático	madrepérola/esbranquiçado/saibro/prateado/acinzentado/cinza/cinzento/gris/sable
trilhão	cardinal/cardeal
transverso	transversal
aquiescente	obediente
sable	acromático
amargoso	arisco/desagradável
compressível	comprimido
explanatório	noticioso
agorafóbico	receoso
