meloeiro	fruta
flora	montão/colecção/ruma/chusma/coleção/grupo/aglomeração/criatura/organismo/ser
desossar	remover/retirar/tirar
enfrentamento	discrepância/desacordo/discordância/discórdia
alegoria	estilo/conto/estória/história/língua/discurso/linguagem
competência	talento/faculdade/capacidade/habilidade
unitarismo	protestantismo
problema	dor-de-cabeça/tema/dificuldade/questão/estado/Estado/situação/condição/preocupação/ocorrência/evento/acontecimento/obstáculo
ministro	clérigo/sacerdote/pároco/pastor/executivo
caldeirão	pote
líder	chefe/alma/indivíduo/alguém/pessoa
requeijão	queijo
carcinógeno	substância
verga	falo/pênis/pinto/caralho/membro
indicação	direção/presságio/conselho/aconselhamento/mensagem/comunicação/indício/agouro/sinal
homicida	criminoso/assassino/matador
astrólogo	adivinho/adivinha
pressa	urgência/rapidez/velocidade
saborear	perceber/aperceber/entender/aperceber-se
fortalecer	alterar/mudar/modificar
explosivo	Química/substância
vermute	vinho
pai	papai/progenitor/mãe/papá/painho
Tália	Graça
comunicação	aviso/anúncio/abstração/descrição/declaração/acção/ação/ato/feito
verdugo	assassino/matador/carrasco/algoz
microelectrónica	electrónica
holandês	europeu
estabelecer	abrir/representar/provocar/empreender/estar/ser/iniciar/criar/realizar/construir/causar
eficácia	poder/eficiência
escargot	vianda/carne
vedação	proteção/protecção
impossibilidade	inexistência
foro	instalação/infra-estrutura/serviço/reunião/Reunião
inibição	abstinência/controle
elevador	compartimento
chatear	incomodar/crucificar/retalhar
newsletter	relato/história/artigo
legionário	soldado/militar
injuriar	encolerizar/irar/enraivecer/zangar/agredir/atacar
emancipação	feito/conquista/consumação/façanha/realização
Winchester	espingarda/rifle/fuzil
Fumo	neblina/aerossol
celebrar	prestigiar/respeitar/honrar/homenagear/encontrar
retirada	abjuração/partida
manchete	encabeçamento
disciplina	peculiaridade/sistema/treino/preparação/feição/saber/conhecimento
conserva	alimento
década	período/etapa/tempo
individualismo	convicção/doutrina/filosofia/religião/opinião/crença/fé/peculiaridade/feição
cidade-Estado	união/república/nação/país
liquidificar	alterar/mudar/modificar
habilitação	autorização
Bacalhau	bacalhau
seis	dominó/dado
Justiça	juízo/julgamento
ousar	atuar/agir/fazer
corar	colorir/descolorir
microfilme	filme
densidade	espaçamento
burguesia	estrato/classe
applet	aplicação/aplicativo
trigêmeo	irmã/irmão
fortificação	destreza/enriquecimento/Arte/defesa
unidade	coisa/porção/totalidade/identidade/objeto/categoria/parte/componente
contador	contabilista/controlador/empresário/metro
aclaração	interpretação
curto-circuito	tangência
conceder	acordar/decidir/presentear/outorgar/premiar/concordar/entregar/dar
bombom	candil/caramelo/bala
armar	apetrechar/levantar/aparelhar/equipar/suprir/fornecer/prover/abastecer/erguer
cosmologia	metafísica/Astrofísica/Metafísica
coaxar	expressão/enunciado
comboiar	escoltar
escarro	inflamação/muco
ralhar	reclamar/lamentar
louça	artigo/continente/contentor/caixa/jarro/vaso/vasilha
altivez	certeza/equanimidade/segurança/calma
empregada	ama/doméstico/empregado/servidor/camareira/criada
menininha	fêmea/mulher
ar	gás/estado/Estado/situação/condição/região
êxito	sucesso/realização/obtenção/prosperidade
entornar	tomar/deslocar/mover/beber
Produto_Interno_Bruto	qualidade/preço
figurar	estar/recriar/pensar/conjeturar/imaginar/ser
vislumbre	panorama/olhar/olhada/vista
transporte	movimento/comércio/empresa/negócio
esquematismo	diagrama/imagem/figura/planta/esquema/plano
presente	dom/aquisição/dádiva/brinde/doação
sifão	cano/canal/duto/conduto/tubo/pipeline/cachimbo
predominância	superioridade/domínio
moshav	aldeia/povoado/vila
pular	atirar/omitir/escapar/preterir/jogar/lançar/mexer/mover/deslocar/saltar
pornógrafo	empresário/promoter/divulgador
Tecidos	Anatomia
poleiro	apoio/suporte/encosto
paralisar	inativar/desativar
criminar	incriminar/acusar
agouro	experiência/mensagem/comunicação/augúrio/presságio
dogma	evangelho/credo/doutrina/filosofia
governador	político/alma/indivíduo/alguém/pessoa
amiga	mulher/camarada/amigo/conhecido/amizade/alma/indivíduo/alguém/pessoa
antecedência	precocidade
linguística	ciência
arquitetar	destinar/fazer/criar/instituir
voltar-se	virar/derrubar
desenrascar	acorrer/auxiliar/assistir/socorrer/ajudar
barómetro	metro
exagerar	responder/comer/enganar/reagir
familiarização	experiência
dejectar	dissuadir/desanimar
agulha	ponteiro/Torres/safira/aparelho/aparato/mecanismo/dispositivo/equipamento/torre/roque/implemento/instrumento/ferramenta
Fisica	ciência
décimo_quinto	classe/hierarquia/posição/posto
vocalização	regulação/reajuste
furtar	agarrar/roubar/tomar/apoderar-se/segurar/pegar/capturar
escancarar	estar/ser
pessoal	gente/povo/população/departamento/organização
formatar	determinar
aperfeiçoar	melhorar/alterar/mudar/modificar/perfazer
medida	ocupação/atividade/abstração/manobra/número/grandeza/magnitude
necrotério	prédio/edifício
caraterizar	lembrar/diferenciar/distinguir/pensar
bielo-russo	eslavo
congênere	todo/unidade
cristianizar	converter/adequar/ajustar/adaptar
baratinha	carocha/barata
paraíso	região
sociobiologia	biologia
touro	vacum/mamífero/gado/bovinos/vaca
Common_Law	lei/jurisprudência
impermeabilizar	selar/vedar
inflexibilidade	rigidez
abrir	mover/mostrar/tornar/desligar/desfazer/iniciar/começar/dar/prover/apresentar/expor/exibir/revoltar-se/revoltar
Gémeos	irmã/irmão
t-shirt	camisa
cinzel	formão/entalhador
encher	tomar/tornar/estar/expandir-se/abastecer/comer/completar/alterar/mudar/modificar/revoltar-se/revoltar/consumir/dilatar-se
anúncio	promoção/aviso/informação/mensagem/comunicação/descrição/declaração/publicidade/propaganda/reclamo/reclame
espruce	conífera
aranha	aracnídeo
literacia	ordenação
retorcer	formar
soberania	autodeterminação/autogoverno/domínio
ambientalismo	conservação/preservação
kebab	prato
líquido	fluido
catar	assear/limpar/purgar/coletar/reunir/coligir/recolher/juntar/segurar/agarrar
deus	Deus/divindade/deusa
cotar	dar/determinar/revelar
apito	som/ruído
magma	rocha/pedra
jardineiro	assalariado/empregado/operário
tarifa	preço/custo
bofetada	choque/tapa/porrada/golpe
verão	época/período/tempo/estação
metalurgia	ciência
repousar	jazer
Royal_Society	academia
bombardeiro	avião/aeroplano
bunda	Anatomia
menonitas	protestantismo
desarticular	separar/partir/dividir
trombo	grumo/coágulo/grupo/bola/torrão
anglicano	protestante
semideus	líder/Deus/deus/divindade/deusa/chefe
esbarrar	bater/tocar
deitar	colocar/botar/carregar/pôr
afagar	tratar/tocar/acariciar/bater
ex-prefeito	prefeito/autarca
emplumar	ganhar/ornar/decorar/adornar/ornamentar/embelezar/enfeitar/crescer/adquirir
colaboração	cooperação
oficina	trabalho/laboratório/emprego
reentrar	entrar
erodir	avariar/danificar
readmitir	admitir
comutador	chave/interruptor
plantel	prédio/edifício
conjunto	montão/parafernália/jogo/colecção/ruma/chusma/coleção/grupo/aglomeração/abstração
apicultor	fazendeiro/agricultor
fornalha	estância/forno/fogão
raposa	matreiro/canídeo/cão/Raposa
peixeira	faca
choque	batalha/reflexo/pugna/peleja/combate/disputa/luta/impacto
heroína	líder/mulher/personagem/chefe/papel
composto	totalidade
diluente	agente
milkshake	bebida
fotômetro	metro
leão	gato
álcool	bebida
atapetar	cobrir/tampar
hidrografia	oceanografia
saúde	estado/sucesso/Estado/situação/condição/prosperidade/bem-estar
calúnia	ataque
legitimidade	legalidade/credibilidade
salgueiro-chorão	salgueiro/vimeiro
justapor	colocar/botar/carregar/pôr
banqueiro	gestor/dirigente/director/diretor/gerente/administrador
esboço	croqui/pintura/figura/desenho/imagem/ilustração
dinamarquês	europeu
abundar	estar/ser
anarquismo	ideologia
travesti	alma/indivíduo/alguém/pessoa
espera	ociosidade
pantufa	calçado
fim	objectivo/conclusão/momento/instante/ocorrência/evento/acontecimento/término/cabo/intenção/meta/alvo/fenômeno/fenómeno/resultado/chegada
sensação	excitação/triunfo/sucesso/êxito/percepção
estimação	respeito/deferência
abatimento	modificação/decréscimo/reembolso/variação/alteração/mudança/declínio/redução/diminuição
abanar	agitar/sacudir/tremer
contrabando	importação/produto/fazenda/mercadoria/artigo
infraestrutura	estoque/arquitectura/estrutura
Masculinidade	peculiaridade/feição
convés	tablado
ninhada	prole
casal	família/dupla/par
Dispersão	atividade
singeleza	qualidade
político	líder/chefe
Okapi	girafa
desassociar	separar/diferenciar/distinguir
ourives	joalheiro
miosótis	erva/maconha
Etnologia	antropologia
acabrunhar	perturbar/confundir
restaurar	renovar/alterar/mudar/modificar
biombo	superfície
refrear	deter/mover/entravar/moderar/conter/serenar/coibir
valer	referir/seguir/estar/permanecer/continuar/prosseguir/ser/relacionar/concernir
estorricar	secar/enxugar
inflamabilidade	qualidade
sensitivo	ocultista
questão	oração/inquérito/assunto/precariedade/incerteza/sentença/frase/matéria/tema/tópico/pergunta/solicitação/requerimento/petição/requisição/pedido/apelo
abóbora	videira/cipó/parreira/legume/verdura/hortaliça/vegetal
gênio	alma/intelectual/intelecto/espírito/fantasma
eleger	delegar/selecionar/escolher
versar	escrever/compor
variar	diversificar/amenizar
toa	fio/linha/corda
preocupação	apuro/ânsia/interesse/opinião/ideia/conceito/pensamento/idéia/dor-de-cabeça/dificuldade/ansiedade/emoção/abalo/comoção/sentimento
exigir	reivindicar/demandar/solicitar/requisitar/requerer/pedir/ordenar/mandar/intimar
compacto	veículo/auto/viatura/automóvel/máquina/carro
alimentação	cuidado/abastecimento/fornecimento/nutriente/comida/alimento
secretário	servente/ajudante/servidor/assistente/adjunto/criado/liderança/responsável/cabeça/líder/chefe
capão	galo/cavalo/frango/galinha
apear-se	baixar/cair/descer
torrada	pão/tortilla
galeão	veleiro
encrespar	enrolar
satisfazer	atuar/suprir/restringir/tomar/limitar/consumir/agir/fazer/prover/provisionar/abastecer/servir/fornecer/satifazer/agradar
consoante	fonema/fone/letra/caractér/carácter
atração	artista/força/qualidade/característica/espectáculo/show
calibração	ocupação/atividade
animista	estudante/adepto/discípulo/seguidor/aluno/apóstolo
octaedro	poliedro
subtileza	dificuldade
excitabilidade	sensibilidade
fez	boné/barrete
deslizamento	deslocamento/movimento/traslado
senadora	legislador
petição	solicitação/requerimento/requisição/pedido/apelo
baeta	pano/fazenda/tecido
desinência	conclusão/término/fim/cabo
desinfectante	agente
paternidade	parentesco/relação
heráldica	Pesquisa/naipe/emblema/pesquisa/inquérito/investigação
Sonho_Americano	pretensão/ambição/aspiração
olimpíada	período/etapa/tempo
apalpar	tocar/perceber/procurar/bater/aperceber/entender/aperceber-se/buscar
veneziana	persiana
aroma	odor/cheiro/hálito
pavonear	mostrar/apresentar/expor/exibir
vaga	onda/espaço/movimento
tara	contrapeso
fluir	mexer/mover/deslocar/correr/manar
mercantilismo	transação
abismo	vão/fenda/fundão/boqueirão/sorvedouro/precipício
araucária	conífera
assegurar	defender/verificar/proteger
desintegrar	alterar/modificar/confundir/perturbar/mudar
cochichar	verbalizar/falar/dizer/conversar/proferir
RISC	estrutura
polaina	calçado/sapato
sadismo	volúpia
acreditar	antecipar/aceitar/crer
insinuar	reportar-se/aludir/sugerir
cervo	veado/ruminante
Treinadores	treinador/técnico
erguer-se	surgir
refocar	focalizar
puré	pão/alimentação/alimento/nutrição/comida
Frédéric_Chopin	música
patch	pano
arsenal	fundição/arma/armamento
pospor	adiar
cascata	oceano/água
desmembramento	mutilação/tortura
fossilizar	transmudar/transformar/converter
tolerância	atitude/temperamento/disposição
desperdiçar	utilizar/esbanjar/delapidar/dilapidar/esgotar/usar/empregar/gastar/despender
controlar	verificar/restringir/deter/governar/influenciar/entravar/moderar/serenar/coibir/interagir/moldar/determinar/reger/manipular/manejar/manusear/observar/limitar/conter/gerir/administrar/assegurar
regime	ideia/plano/intenção/projecto/programa/programação/traçado/projeto/concepção
arrombar	abrir/bater/separar/dividir/desmoronar/acertar/golpear
suma	montão/colecção/ruma/chusma/coleção/grupo/aglomeração
espécie	raça/tipo/género/categoria/classe
fugir	partir/foragir/evadir-se/escapulir/escapar/ir/retirar-se/sair
papiro	documentação/documento
chuço	arma/armamento
hertz	velocidade/ritmo
alto-forno	fornalha/forno/fogão
proliferar	aumentar/crescer
derivar	provocar/sobrevir/suceder/seguir/resultar/seguir-se/redundar/criar/realizar/construir/causar
admirar-se	responder/reagir
milionário	potentado
penitência	punição/remorso/sacramento/penalidade/castigo/penalização
rockabilly	Música_Popular
símbolo	aceno/emblema/sinal
esvaziar	tornar/revoltar-se/revoltar/alterar/mudar/modificar/remover/retirar/tirar
cocktail	banquete/aperitivo/reveillon/festa/balada/night/antepasto
distribuidor	chefia/provedor/autoridade/companhia/fornecedor
quebra	erro/fracasso/falha
amordaçar	silenciar/apetrechar/conectar/aparelhar/equipar/suprir/amarrar/atar/ligar
trago	dose
descrédito	vergonha/desonra
revolucionar	derrubar/alterar/revirar/subverter/derribar/mudar/modificar
estria	ranhura/listra/risco
artigo	parte/notícia/não-ficção/produto/Bens/mercadoria/fazenda/bem/utensílio/artefato/informação/capítulo
progenitora	mãe/progenitor/pai
grumete	servidor
galã	varão/macho/homem
pousada	hotel
centrar	referir/refletir/pensar/relacionar/concernir
greta	vão/fenda
receio	dúvida/incerteza
dossel	toldo
empresa	organização/mercantilismo/comercialismo/comércio
regaço	anca/coxa
lira	harpa
Maicol	arcanjo
enfermaria	quarto/câmara/aposento/sala
metrópole	município/municipalidade
pendurar	ornar/prender/decorar/adornar/ornamentar/embelezar/enfeitar/fixar
direcção	gestão/administração/percurso/estrada/itinerário/caminho/rota/linha
esquecimento	amnésia/ignorância
assessoria	posto/prática/cargo/posição
grafite	carbono/ornamento/adorno/decoração/ornato
conquistador	vencedor/explorador/exploradora
brocha	implemento/instrumento/ferramenta
pornografia	criação
Reunião	reunião
piranha	porco
participante	associado/contendor
glorificar	engrandecer/alterar/idolatrar/embelezar/deificar/mudar/modificar/elogiar/louvar
exilado	estrangeiro/estrangeira/refugiado
cruza-bico	tentilhão
impala	antílope
vociferar	gritar/verbalizar/falar/dizer/conversar/proferir/berrar/emitir/soltar
moral	intenção/motivo/motivação/necessidade/qualidade/significação/significado
psicanálise	psicoterapia
névoa	bruma/aerossol/nevoeiro/neblina
instituir	provocar/criar/realizar/construir/causar
habitar	existir/estar/ser/povoar/viver/morar
subtracção	redução/diminuição
amarelo	Amarelo
acercar-se	atuar/agir/fazer
areal	poço/fosso/vala/buraco
radiador	máquina/mecanismo
contribuinte	patrocinador/doador
yes	afirmativa
viola	erva/maconha
expatriar	emigrar/expulsar
refrigeração	máquina/mecanismo
combate	pugilismo/torneio/concurso/certame/jogo/partida/competição/pugna/peleja/disputa/boxe/batalha/luta/conflito
dourar	colorizar/cozinhar/colorir
cobiça	desejo
agredir	atuar/agir/fazer/criticar
sismologia	Geofísica
túnica	hábito/membrana/capa/manto
contabilidade	função/relação/extrato/registrador/registo/sistema/ligação/Contabilidade/emprego/profissão/lugar/ofício/ocupação/trabalho/serviço
salvaguardar	escoltar/defender/proteger
desbloquear	distribuir/fornecer/suprir
resgatar	apoderar-se/trocar/tomar
figueira	desenho/figura/ilustração
panóplia	array/ordem
apedrejar	matar
entristecer	experimentar/acabrunhar/impressionar/comover/afetar/sentir/afligir/angustiar
cerimónia	acontecimento/festa
Eden	céu/Céu
criado	trabalhador
sentar-se	estar/colocar/botar/carregar/pôr
MHz	velocidade/ritmo
pichar	cobrir/revestir
moleque	menino/jovem/criança
bolor	fungo
asfalto	Piso/mineral
abjuração	negação
interrelação	relação/conexão
jargão	estilo/língua/discurso/linguagem
egípcio	afro-asiático/africano
nutrição	cuidado/nutriente/comida/alimento
despejar	suprir/expressar/proferir/fornecer/prover/abastecer/excluir/ejetar/dividir/separar
notificar	informar
carregador	mensageiro/operário/trabalhador/obreiro
partilha	distribuição
frâncio	metal/Metais
brilho	luz/inteligência/luminosidade
trapaceiro	culpado
núcleo	umbigo/centro
manifestação	presságio/reunião/protesto/demo/indício/agouro/indicação/sinal/demonstração
incorporação	inclusão/compra/aquisição
neologismo	verbo/invenção/palavra/termo/vocábulo
negra	alma/indivíduo/alguém/pessoa
remir	trocar
Gesto	Comunicação_Visual
soprano	voz/altura/tom/cantador/cantor/cantora/vocalista
mamar	estimular/excitar/mexer
Engenharia_de_Produção	engenharia/tecnologia
projétil	arma/armamento
descolar	separar/dividir
finitude	qualidade
franjar	rodear/contornar
necessidade	estado/carência/requisito/pré-requisito/Estado/situação/condição/coisa
esclerose	doença/patologia
investigador	cientista
espetada	espeto/alfinete
paraquedistas	Infantaria/infantaria
rebatizar	nomear/denominar/chamar
jazz	Música_Popular
penumbra	sombra
porto	Porto
reincidir	ocorrer/passar/suceder/acontecer
simulação	técnica/modelação/modelagem/teoria
gávea	tablado
asco	abominação/repulsa/náusea/repugnância/nojo/aversão/ódio
Chartreuse	licor
juvenil	alma/indivíduo/alguém/pessoa
arrumar	arranjar/prover/ajustar/ordenar/corrigir/acertar/dispor/organizar/provisionar/abastecer/servir/fornecer
rapidez	condição/ritmo/estado/situação/passo
fumaça	evaporação/vapor
libretista	autor/escritor
deixar	induzir/provocar/partir/entregar/abandonar/alterar/mudar/modificar/prover/ceder/passar/dar/aceitar/acordar/concordar/consentir/aprovar/mexer/mover/deslocar/fazer/produzir/causar/ir/retirar-se/sair
organista	tocador/instrumentista/instrumentalista/músico
emparedar	defender/proteger
armador	amo/dono/proprietário/possuidor
usar	utilizar/durar/tomar/significar/vestir-se/arrumar-se/denotar/aproveitar/explorar/empregar/consumir
estabilização	padronização/normalização/homologação/estandardização
acumular	colocar/arranjar/tomar/acrescentar/armazenar/dispor/adoptar/segurar/guardar/manter/reter/crescer/aumentar/botar/carregar/pôr
avançar	delegar/sobressair/progredir/exceder/andar/ir/caminhar/viajar/desenvolver
caçoada	humor
grego	europeu
refúgio	ambiente/recurso/região/território/capa/fronha/asilo/edifício/tecido/estrutura
represália	revanche/vingança
Praxis	implementação/execução/realização
andaime	sistema/arranjo
ácer	madeira
coturno	calçado/bota
viatura	veículo/auto/automóvel/máquina/carro
ideologia	especulação/orientação
demarcação	diferenciação
rompimento	dispersão
entrelaçamento	armadilha/rede
mogno	madeira/árvore
compania	associação/união/ordem/sociedade/organização
kuwaiti	asiático/asiática
complementar	equilibrar/compensar
dever	responsabilidade/estar/tarefa/trabalho/ser
víbora	cobra/serpente/ofídio
infortúnio	ensejo/sorte/azar/acidente/problema/sina/destino
hóstia	pão
carrasco	verdugo/assassino/matador/algoz
fecundação	concepção/criação/enriquecimento
gazeta	jornal/folha/Jornal
livrar	procriar/entregar/ceder/passar/dar/fazer/gerar/engendrar
barba	Pêlo/pêlo/cabelo
Pedra_Filosofal	substância
iniciativa	começo/disposição/início
esgotar	ocupar/consumir/acabrunhar/afligir/angustiar/gastar
língua	aba/faculdade/órgão/mensagem/comunicação/talento/discurso/idioma/linguagem
prezar	ver/achar/considerar
flexibilidade	maleabilidade/adaptabilidade/plasticidade
floresta	lugar/ponto/localização/vegetação/flora/bioma/terra/chão/solo/relevo/mata/bosque
preceder	andar/jazer/dizer/ir/caminhar/viajar/contar/falar
saraivada	tiro
exorcista	mago/feiticeiro/Feiticeiro/bruxo/taumaturgo/mágico/sortílego
bosta	merda
registrador	registro
gancho	curva/ferramenta/instrumento/implemento/arco
injetar	alimentar/administrar/dispensar
Metalurgia	ciência
predecessor	precursor
clorato	sal
betão	formigão/concreto/Concreto/Piso
besouro	insecto/inseto/Insectos
Terrorismo	terrorismo
repolho	vegetal/couve
integração	operação/combinação/cáculo
acordar	mexer/aperfeiçoar/alterar/mudar/modificar/responder/reagir/tornar/melhorar/mover/deslocar/revoltar-se/revoltar
pradaria	bioma/terreno/região/extensão/prado
ensinamento	ocupação/atividade
compaginar	numerar
anacronismo	produto/utensílio/artefato
súplica	solicitação/requerimento/requisição/pedido/apelo/petição
fractura	inchaço/rompimento/traumatismo/lesão/mal/dano
glóbulo	orbe/esfera/bola
tradutor	poliglota/programa/intercessor/mediador
otimizar	amenizar/perfazer/aperfeiçoar
ariano	caucasiano/caucasiana/branco
ortografia	Escrita/escrita
galinha	galináceo/galo/frango
desentupir	limpar/liberar
chifrudo	esposo/cônjuge/varão/marido/homem
imaginação	criatividade/Criatividade
sinfonista	compositor
contrafagote	baixo/fagote
sensação	percepção
cópula	sexo/transa
capotar	dormir/repousar/descansar
gaveta	continente/contentor/caixa/jarro/vaso/vasilha
esfigmomanómetro	manômetro
despontar	principiar/iniciar/começar
vacilar	gaguejar/adiar/hesitar/duvidar
incorrer	sujeitar/mudar/juntar/acumular/colecionar/empilhar/reunir/amontoar/alterar
chapa	bloco/placa/lousa/produto/utensílio/artefato
palestrar	ensinar/instruir/lecionar
oportunismo	egoísmo
preso	desafortunado/desventurado
ananás	fruta/erva/maconha
design	esboço/desenho/croqui
pugna	luta/conflito
matiz	intenção/tom/tintura/significação/significado/tez/cor
enunciar	dizer/contar/falar
lance	lançamento/arremesso
cheirar	perceber/aperceber/entender/aperceber-se/recender
latoaria	ferreiro
transportar	trazer/alterar/tirar/mudar/modificar/levar/carregar/deslocar/mover
aparafusar	rodar/girar
convencer	influir/persuadir/influenciar/induzir
falhar	negligenciar/desiludir/desapontar/decepcionar
mensageiro	turista/viajante
Astrofísica	Astronomia/astronomia
fantasia	imaginação/anseio/literatura/Ficção/ficção/mal-entendido/erro/apetite/pretensão/desejo
trabalhadora	trabalhador/moça/garota/rapariga/mulher/senhorita
estratagema	engano
selectividade	atributo
bolso	malote/dinheiro/bolsa
corneta	Metais
amputar	remover/retirar/tirar
tamariz	arbusto/moita/mato
pregoeiro	intermediário/corretor
socorro	auxílio/ajuda/assistência/ocupação/atividade
rímel	cosmético
pique	ponta/arma/armamento
córrego	oceano/água
dínamo	gerador
humor	estado/Estado/situação/condição/abalo/comoção/sentimento/emoção/impressão
feitiço	encantamento/idioma/mágica/magia/ilusionismo/Magia/encanto/Magia_Negra/bruxaria
extorquir	apoderar-se/roubar/tomar
lagoa	lago
aprontar	alterar/mudar/modificar
distensão	expansão/ampliação/aumento
inserção	movimento
Rajput	hindu
pleitear	declarar
sexagenário	idoso/velho
batom	cosmético
assustar	intimidar/comover
Home_Rule	autogoverno/autodeterminação
parafrasear	redizer/reapresentar/repetir/reiterar
baronato	fazenda
minúcia	objeto
excusar	eximir/liberar/exonerar/absolver
escaldar	queimar
moldar	formar/provocar/causar/fazer/fabricar/construir/confeccionar
cominho	erva/maconha
metalinguagem	discurso/língua/idioma/linguagem
aerólito	meteorito/meteoróide/meteoro
contralto	voz/cantador/cantor/cantora/vocalista
cidadela	baluarte/fortaleza
cornucópia	símbolo/abundância/fartura
frustração	irritação/decepção/impedimento/desapontamento/interferência
reverso	oposição
rave	baile
partido	organização/adulto
conta	joalharia/extrato/causa/factura/jóia/razão/motivo/investigação/número
acumulação	crescimento/melhoramento/acréscimo/aumento/incremento/rendimento
internalizar	atribuir/imputar
veneziano	italiano/italiana/itálico
confederar	reunir/unificar
Cyberpunk	Ficção_Científica
unir	unificar/anexar/acrescer/acrescentar/somar/adicionar/reunir/ligar/juntar/integrar/alterar/mudar/modificar
domicílio	casa/abrigo/alojamento/residência/endereço
maestria	posto/cargo/posição
garrafão	botelha/garrafa/frasco/biberão/Garrafa
joystick	controlador
monogamia	conúbio/casamento/matrimónio/matrimônio/casal
invocar	mencionar/citar/aludir/solicitar/requisitar/requerer/pedir
dispensar	liberar/tratar
rumor	bisbilhotice/fofoca
cambial	expressão/locução/provérbio/ditado/idioma
diocese	jurisdição
apinhar	reunir
domiciliar	povoar/viver/morar/habitar
opor-se	arguir/discutir/debater/debater-se/lutar/brigar
crer	antecipar/aceitar/acreditar
clava	porrete
porca	bloco/porco/suíno
pupilo	alma/estudante/indivíduo/alguém/pessoa
acuar	governar/dirigir/canalizar
gasóleo	carburante/hidrocarboneto/fuelóleo/combustível
considerar	chutar/experimentar/cogitar/sentir/balizar/avaliar/estimar/discutir/julgar/refletir/contemplar/pensar/ver/achar
lubrificação	revestimento
electrónica	Fisica/Física/física
ligante	substância
barbeito	terra
compartimentar	separar/partir/dividir
homicídio	fatalidade/conclusão/assassinato/morte
interveniente	alto-falante/locutor/palestrante/falante
final_de_semana	período/etapa/tempo
ecologia	biologia
castelhano	espanhol/românica
horror	abominação/repulsa/asco/náusea/repugnância/nojo/aversão/ódio
indexar	listar
extender	alongar
escala	báscula/balança/critério
aparato	ferramenta/equipamento
esmeralda	verde/Verde/jóia/gema/berilo
cuscuz	massa
agregador	alma/indivíduo/alguém/pessoa
enxergar	perceber/aperceber/entender/aperceber-se
afasia	encefalopatia
vaticinar	denotar/sugerir/evidenciar/sinalizar/indicar
malta	reunião
moléstia	incômodo/contrariedade
frango	galinha
encenar	recriar
divinizar	idolatrar/deificar
reagrupar	coletar/agrupar-se/agrupar/reunir/coligir/recolher/juntar
pigmento	colorante/cor/tinta
afigurar	pensar/conjeturar/imaginar
estuprador	assaltante/depravado/libertino/agressor/atacante/criminoso
dualidade	atributo/classe/classificação/categorização
desestabilizar	mudar/modificar/alterar
metanfetamina	anfetamina
hall	prédio/edifício/quarto/câmara/aposento/sala
cálcio	metal/Metais
desatenção	omissão
envenenamento	homicídio/assassinato/morte
Ensino_Secundário	escola/instituto/colégio
artroscopia	cirurgia/operação
imagem	conjunto/pintura/criação/figura/ilustração/desenho/representação
sítio	bloqueio/terreno/região/extensão/trabalho/laboratório/oficina/emprego/computador/calculadora
legendar	suprir/fornecer/prover/abastecer
radiotelescópio	telescópio
beira-mar	costa/margem/praia/litoral/ribanceira/orla
gigahertz	velocidade/ritmo
drapear	dispor/cobrir/arranjar/tampar
mágoa	inchaço/traumatismo/lesão/mal/dano/tristeza/pesar
premeditar	refletir/deliberar/considerar/contemplar
chamuscar	abrasar
amabilidade	virtude/amizade/bondade/ação/ato/atividade
linchar	matar
viveiro	plantel/estufa/prédio/edifício
despachar	matar/embarcar/transmitir/enviar/transportar/expedir/trazer/deslocar/mover
bioética	ética
parodiar	representar/simular/atuar
cartaginês	africano
vala	fossa/trincheira/buraco/oco
desalojar	remover/excluir/ejetar/dividir/separar/retirar/tirar
hipopótamo	ungulados
ilustrador	artista
morango	baga/morangueiro/fruto/fruta/erva/maconha
comiserar	apiedar/lastimar/apiedar-se/compadecer-se/compadecer
aspirador	electrodoméstico
intérprete	alma/indivíduo/alguém/pessoa/artista/programa/intercessor/mediador
acotovelar	cutucar/forçar/sacudir/empurrar
alinhamento	posição/reajuste/regulação/espaçamento
centralização	reunião/integração
estrelar	golpear/fazer/executar/desempenhar/bater
angioplastia	cirurgia/operação
redesenhar	projetar/esboçar/desenhar
infalibilidade	fiabilidade
acompanhar	tocar/seguir/andar/ir/caminhar/viajar
recuo	saltar/movimento
edição	número/conjunto/publicação/obra/trabalho/impressão/grupo
nazificar	alterar/mudar/modificar
diagnosticar	examinar/analizar
desvitalizar	enfraquecer
adiar	fechar/ociosidade/esperar/reter/aguardar
desovar	provocar/causar/fazer
aspirina	analgésico
fineza	dificuldade
arrecadação	reunião
refletor	luz
camelo	ungulados
perdoar	conceder/desculpar/apoiar/defender/suportar
extremidade	região
escalfar	cozinhar
hera	videira/cipó/parreira
poço	estrada/buraco/oco
pós-combustão	ferramenta/aparelho/aparato/mecanismo/instrumento/dispositivo/equipamento
repensar	achar/pensar
hangar	edifício/tecido/estrutura
rebento	vegetal
laço	ornamento/toa/corda/adorno/decoração/ornato
mistificar	esconder/lograr/iludir/enganar/apagar
pluvial	capa/manto
verniz	capa
elevar	multiplicar/comover/ampliar/alterar/mudar/modificar/deslocar/mover/progredir/aumentar
matar	tomar/superar/terminar/beber/encerrar/concluir/finalizar
gêmeo	irmã/irmão
obsessão	preocupação
erudito	intelectual/intelecto
Aria	canção/cantiga
tecnocrata	político
tóxico	substância
volfrâmio	metal/Metais
erecção	edificação/construção
t	letra/caractér/carácter
