meloeiro	fruta
bibliófilo	erudito/estudioso/acadêmico
profecia	previsão/predição/agouro/augúrio/presságio
saleiro	chocalho/continente/contentor/caixa/jarro/vaso/vasilha
iluminar-se	mudar/alterar
indenizar	pagar/cobrir/proteger
saxônio	europeu
aconchegar	colocar/carregar
trapacear	derrotar/enganar/iludir/lograr/defraudar/bater/vencer/superar/ultrapassar
agorafobia	fobia
rugir	emitir/ressoar/soar/soltar
torpedo	armamento
praticar	cursar/engajar/ensinar/continuar/prosseguir/aprender/estudar/instruir/lecionar
antropocentrismo	partidarismo/parcialidade
riso	expressão
forrar	provisionar/abastecer/fornecer
portal	sítio/website/site
descarrilar	andar/caminhar/viajar
Sandália	calçado
xícara	continente/contentor/caixa/jarro/vaso/vasilha
banhar	cobrir/revestir
alface	maconha
pacificação	convênio/convenção/tratado/acordo
Tipografia	impressão
caçarola	frigideira
constelação	natureza
satifazer	provisionar/abastecer/fornecer
revoltar-se	mudar/alterar/protestar
cherokees	iroquês
tarantella	Dance_music
xixi	micção/excreção/excremento/urina/Micção
alumiar	mudar/alterar
omelete	prato
iminência	condição/estado/situação
apreciação	respeito/deferência/Classificação/classificação/categorização
submeter-se	entregar
discografia	catalogação/catálogo
divertículo	hérnia/Hérnia
asiático	morador/habitante
invadir	permear/habitar/assaltar/interpenetrar/atacar
insuflar	assoprar
feminismo	causa/campanha/doutrina/filosofia
sesta	período/etapa/tempo
Vulcanologia	geofísica/Geofísica
tração	impulsão
anestésico	sonífero/produtos_farmacêuticos/medicamento/narcótico/entorpecente/remédio/droga
maltratar	tocar/manusear
baunilha	orquídea/condimento/tempero
catálogo	lista/listagem
Primogenitura	patrimônio/legado
enrijar	amenizar
querer	demandar/desejar/ansiar
UHF	radiofrequência
fibrina	proteína
enchido	cadáver/morto/defunto/corpo
posição	classe/posto/postura/status/função/emprego/profissão/ofício/ocupação/trabalho/serviço/conexão/orientação/local/lugar/condição/estado/localização/colocação/situação
prados	campo/campos
arrematar	terminar/acabar/finalizar/encerrar
infelicidade	sofrimento/miséria
interligar	ligar/reunir
pepperoni	salsicha
artífice	creador/criador
Poejo	menta/hortelã
fúria	ira/cólera/zanga
separar-se	separar/partir/dividir
etologia	Zoologia/zoologia
gaiteiro	tocador/instrumentista/instrumentalista/músico
geofísica	geologia
quadruplicar	multiplicar
Termoquímica	química
mamona	moita
sátrapa	governador
transcorrer	minguar/diminuir
Doutrina_monroe	Política_Externa/política_externa
Chief_executive_officer	executivo
empregado	barman/trabalhador/ajudante/assistente/adjunto/criado/assalariado/operário
prevalência	proporção/Taxa
panteísta	crente
mediação	intervenção/conversa/tramitação/negociação/pessoal
Polca	Dance_music
mensurar	transmitir/decidir
profanação	irreverência/expressão
progresso	progressão/evolução/mudança/transmutação/avanço
Fibrose	doença/patologia
associar	interagir/refletir/pensar/balizar/julgar/avaliar
estimar	chutar/calcular/balizar/julgar/avaliar/prezar/venerar
consultoria	prática
Contabilidade_de_custos	Contabilidade/contabilidade
Homem_de_Java	Homo_Erectus/Homo_erectus
Organista	tocador/instrumentista/instrumentalista/músico
desesperar-se	desesperar
redimensionar	diminuir
tempos_livres	férias
sindicalista	trabalhador
vovó	avós
meme	aculturação/cultura
extenuar	utilizar/usar/empregar
otimista	ser_humano/alguém
Pesadelo	sonho
oftalmia	conjuntivite
credo	doutrina/filosofia
légua	associação/união/ordem/sociedade/organização
comparação	metáfora/inspecionar/examinar/similitude/semelhança/conexão
Concreto	materiais_de_construção/Materiais_de_construção
execução	aplicação/observação/cumprimento/coerção/acção/ação/atividade
messias	salvador
enredo	estória/conto
anglo-saxão	Língua_Inglesa/Língua_inglesa
arquivista	coletor/agregador
redenção	salvamento/salvação
moonwalk	passo
atrever-se	atuar/agir
menstruar	sangrar
apartar-se	separar/partir/dividir
cimentar	cobrir/revestir
amplificar	acirrar/aumentar/intensificar
estalagmite	cilindro
reposição	mudança/substituição
Snowboard	deslizamento
narrar	recontar/contar/informar
rochedo	pedra
aragem	vento
mínima	nota/tom
titulação	concentração
desmontar	destruir/remover/desalojar
empreender	iniciar/provocar/causar
chocar-se	atingir/bater/colidir
Salmonelose	intoxicação
individualidade	peculiaridade/feição
sinologia	ciências_humanas
último_suspiro	conclusão/término/fim/cabo
roncar	bafejar/gritar/berrar/espirar/respirar
enrugar	desabar/minguar/diminuir/decrescer
interceder	agenciar/negociar
prender	agarrar/relacionar-se/coibir/relacionar/atrair/serenar/conter/entravar/segurar/capturar/anexar/deter/confinar
pureza	moralidade/estado/Estado/situação/condição/moral/virtude
resistência	oposição
Bollywood	Indústria_cinematográfica
contraventor	criminoso
Atavismo	recorrência
azorrague	chicote/chibata
eletrizar	comover/completar/encher
Cominho	maconha
traficar	vender
português	europeu/línguas_românicas
Nuvem_de_oort	montão/colecção/ruma/chusma/coleção/grupo/aglomeração
passarinho	marcador
adulteração	mudança/impureza/delito/transgressão
extremo	grau/extremidade
audiometria	medida/mensuração/medição
ementa	informação
patriarca	velho/clérigo/responsável/cabeça/líder/chefe/varão/macho/homem/antepassado
dióspiro	fruta/fruto/baga
bituca	porção/parte
huno	nómada/nomadismo/nómadas
envenenar	viciar/alterar/matar/dopar/narcotizar/drogar/mudar/modificar/depravar/aviltar/desvirtuar/corromper/subverter/perverter
quedar	estar/ser
habitáculo	habitat
descascar	remover/quebrar/tirar
apóstolo	estudante/caçador/discípulo/seguidor/aluno/Cristãos/cristão/cristã/Cristão
ferro_de_engomar	electrodoméstico
pavão	faisão
brado	expressão
devorar	alimentar-se/ingurgitar/comer/deglutir/engolir
toldo	asilo/refúgio
Caquexia	debilidade/fraqueza
magoar	importunar/avariar/irritar/incomodar/molestar/vexar/agastar/amolar/aborrecer/perturbar/atormentar/provocar/incitar/estimular/concitar/danificar/sofrer
porção	atribuição/fragmento/objeto/conexão/coisa/pedaço
simpatizar	sentir
serrar	dividir
arruda	maconha
BROADCAST	telecomunicações/telecomunicação
especialidade	virtude/individualidade/habilidade/individualismo/personalidade/vantagem/propriedade/ocupação/profissão
colector	tubulação/canal/duto
reaparecer	surgir/aparecer
inutilizar	enfraquecer
pranto	ebulição/lamento/canção/cantiga
tapear	lograr/iludir/enganar
conhecido	ligação/ser_humano/alguém
hieróglifo	Escrita/escrita/documentos
sucuri	jibóia
roleta	roda
apreciar	reconhecer/transmitir/agradecer/compreender/ver/achar/considerar/amar
orvalhar	molhar
aventurar	proceder/especular
repercutir	afetar/impactar
cara	ser_humano/alguém/ambiência/ar/varão/macho/homem
interceptar	escutar/ouvir
modernismo	hábito/costume
Sabotagem	devastação
professor	abstracção/autoridade/acadêmico/educador/mestre/docente
lenda	título/estória/conto/narrativa/Narração
Homo_sapiens	ser_humano/homem
ensaísta	autor/escritor
enxaqueca	cefaléia/Cefaléia
comprazer	agradar
aparelhar	suprir/fornecer/abastecer
aquecedor	ferramenta/aparelho/aparato/mecanismo/instrumento/equipamento
bisbilhotice	relato/relatório
sopesar	pesar
cottage	queijo
corroer	esfacelar/importunar/irritar/incomodar/molestar/vexar/agastar/amolar/aborrecer/perturbar/atormentar/avariar/danificar/desmoronar/decair
rinoceronte	ungulados
rutênio	metal/Metais/metais
World_Wide_Web	rede
chinchila	roedor
pedras	pedra
Cientologia	igreja/religião
exaltação	adoração
transgredir	passar/desrespeitar/atravessar
perfurar	dividir/furar/penetrar/furo/entrar
junção	ligação/região/área/conector/combinação
apicultura	cultivo
tracção	fricção/atrito
farinha	produtos_alimentares/alimento
fundir	formar/dissolver/liquefazer/liquidificar/mudar
xingar	expressar/proferir
ceramista	artífice
tecelã	artífice
Taquicardia	arritmia
fractal	forma/padrão
conspirar	interagir/maquinar/conjurar
anchova	peixe
contar	chutar/estimar
descoberta	lampejo/acção/ação/epifania/insight
aorta	artéria/Artéria
Jó	desventurado
DDT	inseticida
teorema	proposição/pensamento/idéia
mitificar	compreender
diferenciar	calcular
carvalho	árvore/madeira
vasectomia	ablação/extirpação
camada	calceteiro/região
pastagem	maconha/prado/pradaria
moderador	intercessor/presidente/mediador
diabetes	diabete
carda	maconha
antônimo	verbo/palavra/vocábulo
corço	corça/cervo
dia	etapa/tempo/época/período/momento/era
dreno	evacuação
desembaraçar	desfazer
projecto_piloto	teste
entomologia	Zoologia/zoologia
Europol	lei/polícia
glissando	melodia/toada
Asterisco	grafema
esventrar	remover/tirar
Direito_internacional	lei/jurisprudência/ciências_jurídicas
ajudante	trabalhador/assistente/adjunto/criado
báscula	metro
pecar	transgredir/infringir/quebrar/ofender/violar/desrespeitar
bom_dia	saudação/adeus
córnea	membrana
ser	atuar/transformar-se/virar/transformar/acontecer/condição/estado/situação/ser_humano/alguém/desempenhar/apresentar/todo/unidade/agir
prédio	reunião/edifício/tecido
rodear	virar/tocar/encostar/girar/rolar
s	caractér/carácter
canteiro	campos/trapaceiro
assear	alterar/mudar/modificar
hajj	peregrinação
esquartejar	dividir/segmentar/secionar
morangueiro	maconha
Colo	anca
Medalha_de_ouro	troféu/prémio
microchip	semicondutor
filantropia	apoio_financeiro/ajuda
povoado	comunidade/Comunidade
recodificar	rearranjar/reordenar
sincretismo	estado/fusão/união/ligação
trincar	partir/morder/quebrar/rachar
taiwanês	asiático/asiática
viés	parcialidade/partidarismo
yawl	veleiro
charlatão	trapaceiro
superaquecer	esquentar/aquecer
oleiro	artífice
obrigação	condição/propriedade/tarefa/posse/trabalho/estado/situação
contramestre	João/Jacó/navegante
dermatite	eczema
Coloração	tingimento
espião	agente
boxer	guerreiro/lutadora
carteiro	entregador
superpovoar	povoar/habitar
tê	locação/lugar/sítio
grão-duque	príncipe/Príncipe
decurso	conclusão/término/fim/cabo
blue_chip	ficha
digestivo	substância
ferver	agitar/bater/mudar/modificar/alterar/diminuir/borbulhar
baixo	altura/voz/instrumento/Baixo/guitarra/Guitarra/violão/tom
Memórias	Ensaios
veludo	pano/têxteis/fazenda/tecido
anoraque	jaqueta
Concilio_de_Trento	concílio
Ora_pro_nobis	videira/cipó/parreira
esteróide	hormona
despir	sacar/tirar
estontear	assombrar/sobressaltar
deliquência	negligência
área_urbana	região
dose	fragmento/pedaço/remédio/medicamento/produtos_farmacêuticos
animadora	técnico
varejo	venda
Planalto	terras_altas
antónimo	verbo/palavra/vocábulo
predição	descrição/declaração/Descrição
cor	naipe/semblante/materiais/colorante/tinta
candidíase	micose
Scsi	porta
eternidade	intervalo/tempo/ser
folga	hora
apoteose	modelo/adoração
mastigar	ranger
topologia	matemática_pura
certificação	verificação
pauta	lista/listagem
demonstração	comunicação_visual/apresentação/Comunicação_Visual
enriquecimento	dom/melhoramento/melhoria/doação
descerrar	informar/contar/trazer/revelar/desvendar
reaprender	adquirir/estudar/aprender
transmutação	mudança/alteração/variação/modificação
retinite	inflamação
formigar	machucar/picar
africâner	neerlandês/holandês
Ravióli	massa
filistinismo	deseo
aconselhar	discutir
Sinédoque	metáfora
palestra	discurso
alabarda	chuço/pique
caucasiana	ser_humano/alguém
encontrar-se	aparecer/amadurecer
adequabilidade	qualidade
adicto	usuário/entusiasta
destilador	produtor
juízo	idéia/perspicácia/pensamento/acção/ação
acostumar-se	alterar/mudar/modificar
Alma_Mater	instituto/colégio
praça_de_touros	estádio
República_de_weimar	república/democracia
chamada	expressão
descrever	informar
potencial	possibilidade/chance
Biotecnologia	ciências_aplicadas/tecnologia/engenharia/ciência_aplicada/Ciências_aplicadas
podridão	impureza
manufaturar	provocar/criar/construir/causar
choupana	tenda/barraca/refúgio/asilo
reincidência	Recidiva/quebra
ruína	prédio/decomposição/apodrecimento/deterioração/devastação/desolação/demolição/edifício
arpão	implemento/instrumento/ferramenta
inchar	avultar/intoxicar/expandir-se/elevar/dilatar-se
cavalheiro	varão/macho/homem
sondar	cobrir/explorar/tampar
confederação	união
sobreviver	superar/atuar/agir/derrotar/vencer
sobrinho	parente
aparentar	estar/ser/desmentir
Underdog	perdedor
tourada	espetáculo/Espetáculo
entrada	vez/via/pagamento/rodovia/estrada/estradas/caminho/antepasto/chegada/jogo/recompensa/boca
reorientar	mudar/alterar
precocidade	cronometragem
satélite	caçador/seguidor/estrela/astro/equipamento/ferramenta
autocrata	governador
sedução	atração/tentação/êxito/sucesso/triunfo
crómio	metal/Metais/metais
antiprotão	nucleão
tungsténio	metal/Metais/metais
posicionamento	ocupação/atividade
fetiche	talismã/parafilia/amuleto/Parafilia
espanhola	europeu
teto	altura
Quorum	reunião
caminhão	camião
instrução	educação_familiar/ocupação/atividade/código
sentar	acomodar/colocar/carregar
emergir	provir/levantar-se/subir/originar-se/surgir/aparecer
alpendre	edifício/tecido
ruborizar	colorir/descolorir
animar-se	alegrar/regozijar/alegrar-se/regozijar-se
imunizar	defender/proteger
caucasiano	ser_humano/alguém
motivação	estado/Estado/situação/condição
atrevimento	descortesia
Anti-depressivo	remédio/medicamento/produtos_farmacêuticos
parelha	jogo/grupo
idade_do_bronze	período/etapa/tempo
ossificar	tornar/alterar/revoltar-se/revoltar/mudar/modificar
bétula	madeira/vara/árvore
armazenar	suprir/fornecer/abastecer/segurar/manter/reter
africânder	neerlandês/holandês
sustenido	Simbolo/aceno/sinal
erradicar	matar/deslocar/destruir/mover
acidente	infortúnio/ocorrência/acontecimento/problema/má_sorte/azar
impulsionador	anunciante
oceanografia	ciências_da_terra
Jet-set	grupo/ordem
ebulição	aquecimento/reflexão/manifestação/esquentamento/evaporação/vapor
aglomerar	acrescentar/reunir/crescer/aumentar
luteranismo	Protestantismo/protestantismo
capital_nacional	urbe/centro_urbano/capital/Capital
barbear-se	cuidar-se
ufania	satisfação
dicotomia	classe/classificação/categorização
poucos	escol
occitano	francês
poro	canal/abertura
amaciar	quebrar/alterar/romper/mudar/modificar
combinar	interagir/misturar/dividir/partilhar/compartilhar/acrescer/acrescentar/somar/adicionar/adaptar-se/adequar-se/corresponder/mudar/confraternizar/ajustar/equivaler/igualar/harmonizar/concordar/compatibilizar
puericultura	serviço
presbiterianismo	Protestantismo/protestantismo
estrondo	triunfo/sucesso/êxito/problema
servidão	jugo/escravidão
password	arcano/segredo
Biblioteca_Móvel	van
reutilizar	utilizar/usar/empregar
himenópteros	insecto/inseto/Insectos
artes_plásticas	belas_artes/arte/belas-artes
interferência	acção/ação
ocultação	interrupção/ocupação/atividade
cêntimo	rupia/rúpia/moeda/prata
responder	refutar/rebater/solucionar/reagir/dizer/contar/falar/atuar/agir
mitologia	Antropologia_Cultural/montão/colecção/ruma/chusma/coleção/grupo/aglomeração
pilriteiro	moita
depreciar	rejeitar/desaprovar/minimizar
acontecimento	ocorrência
Banco_do_japão	Banco_Central/banco_central
mosquiteiro	rede
rubrica	encabeçamento/explanação/título/explicação
Voz_humana	comunicação
tromboembolismo	oclusão
cardamomo	condimento/maconha/tempero
proibição	lei/decreto
boteco	taberna/taverna/prédio/edifício
endoscopia	inspecionar/examinar
adaptar-se	combinar/concordar/corresponder/mudar/alterar
replicar	retrucar/reproduzir/responder/dizer/contar/falar
Triangulação	trigonometria/Trigonometria
Cariátide	pilar
congressos	reunião/Reunião
planície	campanha/terra/chão/relevo/terra_firme
plantar	disseminar/comunicar/colocar/carregar/alastrar/espalhar/difundir/transmitir
transpirar	mudar/fluir/vaporizar/expelir/escorrer/exsudar/alterar
habitante	ser_humano/alguém
Tribunal_internacional_de_justiça	tribunal/tribunal_de_justiça
perplexidade	vergonha
vitalidade	energia/vigor
herbicida	Química/substância
recalcitrar	brigar/opor-se/resistir
monofonia	música
barbarismo	atrocidade
manipulador	causador
Cabala	teosofia
divertimento	ocupação/entretenimento/atividade/diversão
lista	base_de_dados/listagem
varão	marido/ser_humano/alguém/terceira_idade/adulto/macho/cônjuge/esposo/consorte/homem
bocejo	reflexo
glúten	proteína
sacola	continente/contentor/caixa/jarro/vaso/vasilha
desmoralizar	dissuadir/desanimar/confundir
hipnose	tontura
comparsa	intérprete/actor
barítono	Metais/cantador/voz/metais/cantora/vocalista
revisão	prática/inspecionar/examinar
Peneplanície	planície/campanha
bel_canto	canção
revogação	julgamento/sentença
convenção	ortodoxia/acordo/aliança/aprovação/consenso/conformidade/reunião/Reunião
Fulano	plebeu
cancelamento	negação
planalto	colina/terras_altas/monte/morro/colinas/montanha/ladeira
Branco	linhagem/povo
metodista	protestante
cabeleireira	artífice
metrificar	transformar/versejar/versar/mudar/traduzir
patologia	medicina/ciências_médicas
manhã	período/dia/etapa/tempo
Laguna	lago
camcorder	Câmera/câmera
Familiar	espírito
concavidade	sólido
arrolhar	tampar
agnóstico	ser_humano/alguém
intercessão	petição/oração/reza
descolorir	modificar/mudar/alterar
pretextar	desmentir
Morango	morangueiro/morango
ondular	mudar/alterar
gosma	matéria/substância
octagésimo	classe/hierarquia/posição/posto
tautologia	verdade
palavras	idioma
iniciação	cerimónia/cerimônia/princípio/início/começo
reparo	melhoramento/melhoria
andar	passear/locomoção/edifício/tecido/caminhar/viajar/caminhada
sultanato	terra/país
veneração	adoração
comparativo	adjetivo/adjectivo/advérbio
susceptibilidade	estado/Estado/situação/condição
árbitro	avaliador/julgador/ser_humano/alguém/juiz
espairecer	afectar/afetar
compactar	comprimir
central	trabalho/laboratório/locais_de_trabalho/oficina/emprego
logótipo	marca
precariedade	qualidade
reconhecer	estar/recordar-se/licenciar/determinar/reagir/apreciar/responder/agradecer/ser/valorizar/certificar/declarar/julgar/lembrar-se/lembrar/recordar
Organização_internacional	coalizão/aliança
Secretariado_das_Nações_Unidas	secretariado/secretaria
detonação	explosão/estouro
interface	superfície
alpargata	alpercata/Sandália/chinelo/sandália
carniça	corpo/progressão/defunto/morto/cadáver/avanço
alhear	impressionar/comover/afetar/alterar/mudar/modificar
silêncio	tranquilidade/calma
Débito	obrigação
falecer	desaparecer/sumir/tornar/revoltar-se/revoltar
reclinar	colocar/carregar
Mitologia	montão/colecção/ruma/chusma/coleção/grupo/aglomeração
piar	cantar/emitir/soltar/chilrear/trinar/gorjear
carbúnculo	doença
despir-se	remover/tirar
examinação	investigação
andrógeno	esteróide
Poluição	impureza
Flanela	pano/têxteis/fazenda/tecido
encapuzar	cobrir
Karl_Popper	filósofo
constrangir	confundir/restringir/limitar/conter/perturbar
prole	animal/bicho/ser/besta
gnu	antílope
alecrim	maconha
suspensão	intervalo/tempo/interrupção
mijar	expelir
aborto	conclusão/abortamento
café_expresso	café
hemodiálise	diálise
Circe	feiticeiro
sêmola	farinha
intuição	impressão/idéia
advogada	advogado/jurista
inventar	conceber/pensar
cortesã	mulher/chefa
fralda	vestuário/roupa
estimativa	descrição/juízo/declaração/Descrição/julgamento
surra	vencimento/punição/perda/derrota
cesta	continente/contentor/caixa/jarro/vaso/vasilha
atazanar	evitar/presumir/evadir/esquivar
afrikaans	neerlandês/holandês
infante	macho/varão/homem
desembrulhar	expor/revelar
engrossar	alterar/mudar/modificar
individualizar	separar/formar/diferenciar/distinguir
marinas	doca
emprateleirar	colocar/carregar
quitar	partir/sair/abandonar
lua_de_mel	período/féria/férias/feria/etapa/tempo
gás_natural	petróleo
inicializar	determinar/reviver/ressuscitar
jardim_botânico	instalação/infra-estrutura/serviço
tomate	maconha
Dispositivo_de_entrada	periférico
casmurro	idoso/velho
tempestade_de_neve	intempérie/tempestade/tormenta/vendaval/borrasca
genoma	ordem
refinar	purificar/aperfeiçoar/alterar/mudar/modificar/melhorar/apurar/destilar
preceito	prescrição/norma/doutrina/filosofia
estorvo	vergonha
peristilo	colunata
rabo-de-cavalo	penteado/corte_de_cabelo
crédito	pagamento/documentos/obtenção/aprovação/recompensa/Débito/dívida/Dívida/ativo/recursos/activos
boca_de_sino	calça
rainha	insecto/inseto/Insectos
dourado	amarelo/Amarelo
bife	corte/filé/vianda/carne
inventário	mercadoria/fazenda/produto/lista/listagem
frieza	frio
acrescentamento	Quantidade/quantidade
estádio	edifício/tecido
pastar	alimentar/alimentar-se/comer
bastar	cumprir
ônix	calcedónia/Calcedónia
elevar-se	acrescentar/crescer/aumentar
balizar	refletir/pensar
desventrar	remover/tirar
Nações_Unidas	Organização_internacional/Organizações_internacionais
discípulo	caçador/seguidor
colite	inflamação
salamandra	anfíbio
arterite	inflamação
mecânico	artífice
raspar	cuidar-se/tocar/bater
cigana	obreiro/hindu/trabalhador/operário
estreptomicina	Antibiotico/antibiótico
u	caractér/carácter
eleição	votação/selecção/escolha/seleção
acepipe	guloseima
concatenar	acrescer/acrescentar/somar/adicionar
endireitar	alterar/mudar/modificar
propagandear	pronunciar/contar/rotular/julgar/publicitar/promover/informar
cachecol	vestuário/roupa
superstição	convicção/religião/fé
mesquinhez	parcimónia
libreto	script
horto	campos
karma	sorte/destino
explosão	ocorrência/ruído/acontecimento
emergência	crise/princípio/início/começo/acção/ação
reapresentar	contar/informar
Radioastronomia	Astronomia/astronomia
admirador	amado
Camurça	pano/têxteis/fazenda/tecido
circuncidar	remover/tirar
interferon	Antiviral
Infantaria	corpo
autoridades_locais	Governo/agência
zimbório	cúpula/domo
jazer	ser/estar
gorjeio	ruído
transexualidade	estado
porta-voz	advogado/proponente/representante
Cannabis_Sativa	cânhamo/maconha
esfarelar	mudar
Pax_romana	paz
Drive_in	instalação/infra-estrutura/serviço
machadinha	machado
abandono	disposição/eliminação
futon	colchão
canino	dente_canino
insurgir	protestar
adolescência	imaturidade/maturidade/época/período
expedição	partida/campanha/jornada/comércio/empresa
hidrologia	geofísica/Geofísica
prenunciar	prognosticar/denotar/sugerir/evidenciar/sinalizar/indicar/predizer/profetizar/pressagiar/vaticinar/prefigurar/augurar/agourar
ignorar	rejeitar
espaçonave	astronave/satélite
roçar	esfregar/tocar/bater/dividir
Greenwich_Mean_Time	tempo
bastardo	descendência/descendente/filho
escravidão	trabalho/hábito/mão-de-obra/costume
secionar	separar/dividir
onça	gato
penugem	colchão
papa	autoridade/clérigo
mijo	micção/urina/Micção
concitar	desafiar/provocar/criar/construir/causar
novato	principiante
Bajulador	vénia
vexar	desgostar/desagradar
enervar-se	sentir
Plantígrado	mamífero
Missa	prece/oração
psique	noção/cognição
importunar	encolerizar/atormentar/desgostar/desagradar/perturbar/amolar/agastar/vexar/molestar/irritar/assediar/aborrecer/incomodar/provocar/irar/enraivecer/zangar
fiar	manter
saraivar	desaguar
jubileu	aniversário
sionismo	movimento_social/movimento
funeral	Funeral/cerimónia/cerimônia
contraposição	oposição
alta_tecnologia	tecnologia/engenharia
derrotismo	resignação
ripa	sarrafo
altercação	discussão/disputa
voluntariar	atuar/agir
reutilização	utilização
decair	tornar/piorar/mudar/alterar/revoltar-se/revoltar
consumar	executar/atingir/cumprir/efetuar
economia_de_mercado	economia
reprise	emissão/programa
enfileirar	jazer/dispor
triunvirato	tríade/trindade/trio
taxinomia	hierarquia
centurião	guerreiro
impugnar	opor-se/opor
primeiro_nome	apelido/Nome/nome/prenome
judô	artes_marciais
intermediária	representante
catarata	oceano/água/cachoeira/cascata
corroboração	confirmação/ratificação
geada	gelo
estojo	caixa
melodrama	comédia
passo	decisão/resolução/manobra/locomoção
Daniel	jurista/magistrado/juiz
aplicativo	programa
fleuma	langor
flato	reflexo
prudência	sabedoria/sapiência/sagacidade/sensatez
caroteno	Carotenóide
açafrão	condimento/tempero/amarelo/Amarelo
financiamento	finança
patrão	empregador
motosserra	serra
Isquémia	anemia
paletó	casaco/sobretudo
renegociar	negociar/agenciar
configurar	compor/reunir
Improvisação	apresentação
Palavras	Empréstimo/empréstimo
refrigerar	conservar/alterar/mudar/modificar/preservar/esfriar/resfriar/refrescar
espádua	osso
Caríbdis	voragem/vórtice/furacão/redemoinho/sorvedouro
acrescentar	misturar/acrescer/dizer/contar/falar/somar/adicionar/crescer/aumentar/combinar/fundir
xelim	prata/moeda
palestino	árabe/Arábico
Disposição	disposição
celeridade	passo
enebriar	intoxicar/elevar
nadar	estar/andar/caminhar/viajar/ser
desgaste	perda
modista	negociante
Protease	enzima
análogo	semelhança
colonizador	fundador/idealizador/pai/iniciador
polaca	europeu
afrouxar	alterar/mudar/modificar
reorientação	orientação/mudança
tojo	moita
fungicida	agente
calcinação	oxidação
Dedal	continente/contentor/caixa/jarro/vaso/vasilha
multibanco	banqueiro
Epónimo	prenome/primeiro_nome/nome
Educação_Física	instrução/educação
escavar	explorar/trazer/remover/tirar/esvaziar/revelar/desvendar
pinta	defeito
guarda-roupa	quarto/montão/colecção/ruma/chusma/coleção/grupo/aglomeração/aposento/sala
desvirtuar	significar/gastar/alterar/mudar/modificar/esgotar/despender/denotar
lémure	primata
encetar	discutir
ativar	alterar/mudar/modificar
saquear	apoderar-se/tomar
obscuridade	incompreensibilidade
decomposição	atividade/apodrecimento/deterioração
degradar	mortificar/humilhar/aviltar/rebaixar/exacerbar/agravar/piorar/decair
desavença	discussão/disputa
bosão	partícula
Bandeira_Nacional	pendão/Bandeira/bandeira/pavilhão/estandarte
verificação	inspeção/teste/inspecção/confirmação
teoria	convicção/explanação/religião/fé/idéia/concepção/possibilidade/hipótese/suposição/explicação
apodrecer	deteriorar/degradar/degenerar/piorar
enguia	peixe
sobrecasaca	casaco/sobretudo
gafe	bobagem/falha/erro/fiasco
trigonometria	matemática_pura
radiologia	Tomografia
subvencionar	manter/pagar
fotómetro	metro
zona	desordem/bagunça
ulmeiro	madeira/árvore
Reforma_Agrária	reforma
espanhol	língua_castelhana/línguas_românicas/europeu
chauvinista	fanático
Yakuza	Crime_organizado/crime_organizado
empobrecer	privar
fritada	prato
escatologia	vulgaridade/palavrão/indecência/obscenidade
agon	festividade/celebração
ficção	falsidade
coibir	suprimir/inibir
absurdidade	tolice/insensatez/disparate/besteira
despregar	espalhar/disseminar
estarrecer	assombrar/sobressaltar
sarar	melhorar/ajudar/socorrer
infiltrar	passar/associar-se/juntar-se/filiar-se/atravessar
obstrução	manobra/interferência
fungar	inspirar/inalar
fava	legume/forragem
zibelina	marta
aversão	abominação/relutância/repulsa/repugnância/impressão/emoção/abalo/comoção
cervejeiro	produtor
alcoolizar	impregnar/alterar/mudar/modificar
casa_de_detenção	prisão/cadeia/penalty/xadrez/penálti/cárcere
enzima	proteína/catalisador
filiar	determinar
Epônimo	prenome/primeiro_nome/nome
cosmografia	representação/desenho/ilustração/figura
linho	pano/maconha/têxteis/fazenda/tecido
ultrajar	repulsar/revoltar/indignar/nausear/repugnar
Bel_Canto	canção
delta	formação/Aluvião/caractér/carácter
alça	apêndice
má_sorte	problema
desmamar	privar
mudar	avariar/tornar/virar/revoltar-se/revoltar/vestir-se/arrumar-se/deslocar/mover/reverter/modificar/alterar/substituir/danificar
certeza	convicção/segurança/religião/fé/qualidade
mente	objetivo/intelecto/propósito/intenção/finalidade/intento/noção/cognição
presidir	governar/reger
flauta_transversa	Madeiras
vigília	rito/guarda
Malignidade	doença
alsaciano	morador/habitante
cloridrato	composto
cerviz	rabo/traseiro
cumeeira	viga/fronteira/trave
simetria	equilíbrio/contrapeso
cerúleo	azul
engenharia	campo/disciplina/profissão/utilização/aplicação
colinas	elevação
montão	pilha/colecção/ruma/chusma/coleção/aglomeração/reunião/grupo/cúmulo/monte
Biofísica	Fisica/Física/física
cozido	caçarola/prato
focalização	intensificação
excremento	Resíduos/resíduos/Resíduo/resíduos_sólidos
tubarão-martelo	Tubarões/tubarão
Cóclea	tubo
recursos	meios/propriedade/posse
babucha	ungulados/equídeo
erupção	ação/ocorrência/acontecimento/actividade/atividade
buldôzer	tractor/trator
Reducionismo	análise
pastelaria	loja
amadurecer	alterar/progredir/desenvolver/mudar/modificar
metro	caminho-de-ferro/instrumento/aparelho/ferramenta/ferrovia/caminhos_de_ferro/caminho_de_ferro
feitio	estilo
englobar	conter/incluir/abarcar
Aparelho	alvenaria/pedraria
cerimônia	acontecimento/ocupação/atividade
união_aduaneira	união
vólei	bola
contributo	doação
vitória	ocorrência/júbilo/exultação/acontecimento/conclusão/fim/chegada
rizoma	caule/tronco
peroxidase	oxidase
